region_id,make_model,number_deployed,equipment_type
321,Inspire Ballot Marking System (IVS),17,Ballot Marking Device
321,AccuVote-OS (Premier),34,Scanner
322,Inspire Ballot Marking System (IVS),8,Ballot Marking Device
322,AccuVote-OS (Premier),16,Scanner
323,Inspire Ballot Marking System (IVS),4,Ballot Marking Device
323,AccuVote-OS (Premier),8,Scanner
324,Inspire Ballot Marking System (IVS),3,Ballot Marking Device
324,AccuVote-OS (Premier),6,Scanner
325,Inspire Ballot Marking System (IVS),4,Ballot Marking Device
325,AccuVote-OS (Premier),8,Scanner
326,Inspire Ballot Marking System (IVS),11,Ballot Marking Device
326,AccuVote-OS (Premier),22,Scanner
327,Inspire Ballot Marking System (IVS),5,Ballot Marking Device
327,AccuVote-OS (Premier),10,Scanner
328,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
328,AccuVote-OS (Premier),2,Scanner
329,Inspire Ballot Marking System (IVS),9,Ballot Marking Device
329,AccuVote-OS (Premier),18,Scanner
330,Inspire Ballot Marking System (IVS),6,Ballot Marking Device
330,AccuVote-OS (Premier),12,Scanner
331,Inspire Ballot Marking System (IVS),2,Ballot Marking Device
331,AccuVote-OS (Premier),4,Scanner
332,Inspire Ballot Marking System (IVS),7,Ballot Marking Device
332,AccuVote-OS (Premier),14,Scanner
333,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
333,AccuVote-OS (Premier),2,Scanner
334,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
334,AccuVote-OS (Premier),2,Scanner
335,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
335,AccuVote-OS (Premier),2,Scanner
336,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
336,AccuVote-OS (Premier),2,Scanner
337,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
337,AccuVote-OS (Premier),2,Scanner
338,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
338,AccuVote-OS (Premier),2,Scanner
339,Inspire Ballot Marking System (IVS),2,Ballot Marking Device
339,AccuVote-OS (Premier),4,Scanner
340,Inspire Ballot Marking System (IVS),2,Ballot Marking Device
340,AccuVote-OS (Premier),4,Scanner
341,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
341,AccuVote-OS (Premier),2,Scanner
342,Inspire Ballot Marking System (IVS),4,Ballot Marking Device
342,AccuVote-OS (Premier),8,Scanner
343,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
343,AccuVote-OS (Premier),2,Scanner
344,Inspire Ballot Marking System (IVS),2,Ballot Marking Device
344,AccuVote-OS (Premier),4,Scanner
345,Inspire Ballot Marking System (IVS),7,Ballot Marking Device
345,AccuVote-OS (Premier),14,Scanner
346,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
346,AccuVote-OS (Premier),2,Scanner
347,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
347,AccuVote-OS (Premier),2,Scanner
348,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
348,AccuVote-OS (Premier),2,Scanner
349,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
349,AccuVote-OS (Premier),2,Scanner
350,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
350,AccuVote-OS (Premier),2,Scanner
351,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
351,AccuVote-OS (Premier),2,Scanner
352,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
352,AccuVote-OS (Premier),2,Scanner
353,Inspire Ballot Marking System (IVS),8,Ballot Marking Device
353,AccuVote-OS (Premier),16,Scanner
354,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
354,AccuVote-OS (Premier),2,Scanner
355,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
355,AccuVote-OS (Premier),2,Scanner
356,Inspire Ballot Marking System (IVS),4,Ballot Marking Device
356,AccuVote-OS (Premier),8,Scanner
357,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
357,AccuVote-OS (Premier),2,Scanner
358,Inspire Ballot Marking System (IVS),2,Ballot Marking Device
358,AccuVote-OS (Premier),4,Scanner
359,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
359,AccuVote-OS (Premier),2,Scanner
360,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
360,AccuVote-OS (Premier),2,Scanner
361,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
361,AccuVote-OS (Premier),2,Scanner
362,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
362,AccuVote-OS (Premier),2,Scanner
363,Inspire Ballot Marking System (IVS),3,Ballot Marking Device
363,AccuVote-OS (Premier),6,Scanner
364,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
364,AccuVote-OS (Premier),2,Scanner
365,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
365,AccuVote-OS (Premier),2,Scanner
366,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
366,AccuVote-OS (Premier),2,Scanner
367,Inspire Ballot Marking System (IVS),3,Ballot Marking Device
367,AccuVote-OS (Premier),6,Scanner
368,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
368,AccuVote-OS (Premier),2,Scanner
369,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
369,AccuVote-OS (Premier),2,Scanner
370,Inspire Ballot Marking System (IVS),14,Ballot Marking Device
370,AccuVote-OS (Premier),28,Scanner
371,Inspire Ballot Marking System (IVS),2,Ballot Marking Device
371,AccuVote-OS (Premier),4,Scanner
372,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
372,AccuVote-OS (Premier),2,Scanner
373,Inspire Ballot Marking System (IVS),2,Ballot Marking Device
373,AccuVote-OS (Premier),4,Scanner
374,Inspire Ballot Marking System (IVS),7,Ballot Marking Device
374,AccuVote-OS (Premier),14,Scanner
375,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
375,AccuVote-OS (Premier),2,Scanner
376,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
376,AccuVote-OS (Premier),2,Scanner
377,Inspire Ballot Marking System (IVS),7,Ballot Marking Device
377,AccuVote-OS (Premier),14,Scanner
378,Inspire Ballot Marking System (IVS),8,Ballot Marking Device
378,AccuVote-OS (Premier),16,Scanner
379,Inspire Ballot Marking System (IVS),4,Ballot Marking Device
379,AccuVote-OS (Premier),8,Scanner
380,Inspire Ballot Marking System (IVS),8,Ballot Marking Device
380,AccuVote-OS (Premier),16,Scanner
381,Inspire Ballot Marking System (IVS),5,Ballot Marking Device
381,AccuVote-OS (Premier),10,Scanner
382,Inspire Ballot Marking System (IVS),13,Ballot Marking Device
382,AccuVote-OS (Premier),26,Scanner
383,Inspire Ballot Marking System (IVS),2,Ballot Marking Device
383,AccuVote-OS (Premier),4,Scanner
384,Inspire Ballot Marking System (IVS),13,Ballot Marking Device
384,AccuVote-OS (Premier),26,Scanner
385,Inspire Ballot Marking System (IVS),2,Ballot Marking Device
385,AccuVote-OS (Premier),4,Scanner
386,Inspire Ballot Marking System (IVS),9,Ballot Marking Device
386,AccuVote-OS (Premier),18,Scanner
387,Inspire Ballot Marking System (IVS),9,Ballot Marking Device
387,AccuVote-OS (Premier),18,Scanner
388,Inspire Ballot Marking System (IVS),40,Ballot Marking Device
388,AccuVote-OS (Premier),80,Scanner
389,Inspire Ballot Marking System (IVS),2,Ballot Marking Device
389,AccuVote-OS (Premier),4,Scanner
390,Inspire Ballot Marking System (IVS),5,Ballot Marking Device
390,AccuVote-OS (Premier),10,Scanner
391,Inspire Ballot Marking System (IVS),3,Ballot Marking Device
391,AccuVote-OS (Premier),6,Scanner
392,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
392,AccuVote-OS (Premier),2,Scanner
393,Inspire Ballot Marking System (IVS),2,Ballot Marking Device
393,AccuVote-OS (Premier),4,Scanner
394,Inspire Ballot Marking System (IVS),3,Ballot Marking Device
394,AccuVote-OS (Premier),6,Scanner
395,Inspire Ballot Marking System (IVS),3,Ballot Marking Device
395,AccuVote-OS (Premier),6,Scanner
396,Inspire Ballot Marking System (IVS),10,Ballot Marking Device
396,AccuVote-OS (Premier),20,Scanner
397,Inspire Ballot Marking System (IVS),21,Ballot Marking Device
397,AccuVote-OS (Premier),42,Scanner
398,Inspire Ballot Marking System (IVS),10,Ballot Marking Device
398,AccuVote-OS (Premier),20,Scanner
399,Inspire Ballot Marking System (IVS),3,Ballot Marking Device
399,AccuVote-OS (Premier),6,Scanner
400,Inspire Ballot Marking System (IVS),2,Ballot Marking Device
400,AccuVote-OS (Premier),4,Scanner
401,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
401,AccuVote-OS (Premier),2,Scanner
402,Inspire Ballot Marking System (IVS),4,Ballot Marking Device
402,AccuVote-OS (Premier),8,Scanner
403,Inspire Ballot Marking System (IVS),3,Ballot Marking Device
403,AccuVote-OS (Premier),6,Scanner
404,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
404,AccuVote-OS (Premier),2,Scanner
405,Inspire Ballot Marking System (IVS),2,Ballot Marking Device
405,AccuVote-OS (Premier),4,Scanner
406,Inspire Ballot Marking System (IVS),7,Ballot Marking Device
406,AccuVote-OS (Premier),14,Scanner
407,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
407,AccuVote-OS (Premier),2,Scanner
408,Inspire Ballot Marking System (IVS),3,Ballot Marking Device
408,AccuVote-OS (Premier),6,Scanner
409,Inspire Ballot Marking System (IVS),2,Ballot Marking Device
409,AccuVote-OS (Premier),4,Scanner
410,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
410,AccuVote-OS (Premier),2,Scanner
411,Inspire Ballot Marking System (IVS),6,Ballot Marking Device
411,AccuVote-OS (Premier),12,Scanner
412,Inspire Ballot Marking System (IVS),3,Ballot Marking Device
412,AccuVote-OS (Premier),6,Scanner
413,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
413,AccuVote-OS (Premier),2,Scanner
414,Inspire Ballot Marking System (IVS),6,Ballot Marking Device
414,AccuVote-OS (Premier),12,Scanner
415,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
415,AccuVote-OS (Premier),2,Scanner
416,Inspire Ballot Marking System (IVS),2,Ballot Marking Device
416,AccuVote-OS (Premier),4,Scanner
417,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
417,AccuVote-OS (Premier),2,Scanner
418,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
418,AccuVote-OS (Premier),2,Scanner
419,Inspire Ballot Marking System (IVS),5,Ballot Marking Device
419,AccuVote-OS (Premier),10,Scanner
420,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
420,AccuVote-OS (Premier),2,Scanner
421,Inspire Ballot Marking System (IVS),4,Ballot Marking Device
421,AccuVote-OS (Premier),8,Scanner
422,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
422,AccuVote-OS (Premier),2,Scanner
423,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
423,AccuVote-OS (Premier),2,Scanner
424,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
424,AccuVote-OS (Premier),2,Scanner
425,Inspire Ballot Marking System (IVS),2,Ballot Marking Device
425,AccuVote-OS (Premier),4,Scanner
426,Inspire Ballot Marking System (IVS),2,Ballot Marking Device
426,AccuVote-OS (Premier),4,Scanner
427,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
427,AccuVote-OS (Premier),2,Scanner
428,Inspire Ballot Marking System (IVS),4,Ballot Marking Device
428,AccuVote-OS (Premier),8,Scanner
429,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
429,AccuVote-OS (Premier),2,Scanner
430,Inspire Ballot Marking System (IVS),3,Ballot Marking Device
430,AccuVote-OS (Premier),6,Scanner
431,Inspire Ballot Marking System (IVS),3,Ballot Marking Device
431,AccuVote-OS (Premier),6,Scanner
432,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
432,AccuVote-OS (Premier),2,Scanner
433,Inspire Ballot Marking System (IVS),4,Ballot Marking Device
433,AccuVote-OS (Premier),8,Scanner
434,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
434,AccuVote-OS (Premier),2,Scanner
435,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
435,AccuVote-OS (Premier),2,Scanner
436,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
436,AccuVote-OS (Premier),2,Scanner
437,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
437,AccuVote-OS (Premier),2,Scanner
438,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
438,AccuVote-OS (Premier),2,Scanner
439,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
439,AccuVote-OS (Premier),2,Scanner
440,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
440,AccuVote-OS (Premier),2,Scanner
441,Inspire Ballot Marking System (IVS),7,Ballot Marking Device
441,AccuVote-OS (Premier),14,Scanner
442,Inspire Ballot Marking System (IVS),5,Ballot Marking Device
442,AccuVote-OS (Premier),10,Scanner
443,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
443,AccuVote-OS (Premier),2,Scanner
444,Inspire Ballot Marking System (IVS),2,Ballot Marking Device
444,AccuVote-OS (Premier),4,Scanner
445,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
445,AccuVote-OS (Premier),2,Scanner
446,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
446,AccuVote-OS (Premier),2,Scanner
447,Inspire Ballot Marking System (IVS),4,Ballot Marking Device
447,AccuVote-OS (Premier),8,Scanner
448,Inspire Ballot Marking System (IVS),5,Ballot Marking Device
448,AccuVote-OS (Premier),10,Scanner
449,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
449,AccuVote-OS (Premier),2,Scanner
450,Other: ES&S EXPRESSVOTE XL,218,DRE with VVPAT
450,DS450 (ES&S),2,Scanner
451,Other: ES&S EXPRESSVOTE XL,718,DRE with VVPAT
451,DS450 (ES&S),4,Scanner
452,Other: ES&S EXPRESSVOTE XL,417,DRE with VVPAT
452,DS450 (ES&S),4,Scanner
453,ExpressVote (ES&S),337,Ballot Marking Device
453,DS200 (ES&S),103,Scanner
454,ImageCast Central/ICC (Dominion),3,Scanner
454,ImageCast Evolution/ICE (Dominion),136,Scanner
455,ImageCast Evolution/ICE (Dominion),24,Scanner
456,ExpressVote (ES&S),44,Ballot Marking Device
456,DS200 (ES&S),45,Scanner
457,ExpressVote (ES&S),13,Ballot Marking Device
457,DS200 (ES&S),13,Scanner
457,DS450 (ES&S),1,Scanner
458,ExpressVote (ES&S),110,Ballot Marking Device
458,ClearCount (Clear Ballot),6,Scanner
458,DS200 (ES&S),218,Scanner
458,DS950 (ES&S),4,Scanner
459,DS200 (ES&S),878,Scanner
459,ExpressVote Tabulator (ES&S),358,Scanner
460,ExpressVote (ES&S),7,Ballot Marking Device
460,DS200 (ES&S),8,Scanner
460,DS300 (ES&S),1,Scanner
461,ExpressVote (ES&S),21,Ballot Marking Device
461,DS200 (ES&S),48,Scanner
462,ExpressVote (ES&S),37,Ballot Marking Device
462,DS200 (ES&S),47,Scanner
462,DS850 (ES&S),2,Scanner
463,ExpressVote (ES&S),52,Ballot Marking Device
463,DS200 (ES&S),93,Scanner
463,DS850 (ES&S),2,Scanner
464,ExpressVote (ES&S),78,Ballot Marking Device
464,DS200 (ES&S),188,Scanner
464,DS450 (ES&S),1,Scanner
464,DS850 (ES&S),2,Scanner
465,ImageCast Evolution/ICE (Dominion),24,Ballot Marking Device
465,ImageCast Central/ICC (Dominion),2,Scanner
466,ImageCast Evolution/ICE (Dominion),16,Ballot Marking Device
466,ImageCast Central/ICC (Dominion),1,Scanner
467,ImageCast Evolution/ICE (Dominion),13,Scanner
468,ExpressVote (ES&S),488,Ballot Marking Device
468,DS300 (ES&S),270,Scanner
468,DS950 (ES&S),4,Scanner
469,ExpressVote (ES&S),80,Ballot Marking Device
469,DS300 (ES&S),114,Scanner
469,DS950 (ES&S),2,Scanner
470,ExpressVote (ES&S),22,Ballot Marking Device
470,DS300 (ES&S),22,Scanner
470,DS850 (ES&S),1,Scanner
470,DS950 (ES&S),2,Scanner
471,DS200 (ES&S),11,Scanner
472,ExpressVote (ES&S),29,Ballot Marking Device
472,DS200 (ES&S),31,Scanner
472,DS450 (ES&S),2,Scanner
473,ImageCast Evolution/ICE (Dominion),11,Ballot Marking Device
473,ImageCast Evolution/ICE (Dominion),11,Scanner
474,ImageCast Evolution/ICE (Dominion),9,Ballot Marking Device
474,ImageCast Central/ICC (Dominion),1,Scanner
475,ExpressVote (ES&S),10,Ballot Marking Device
475,DS200 (ES&S),15,Scanner
476,ExpressVote (ES&S),9,Ballot Marking Device
476,DS200 (ES&S),10,Scanner
477,ImageCast Evolution/ICE (Dominion),16,Scanner
478,ExpressVote (ES&S),14,Ballot Marking Device
478,DS200 (ES&S),13,Scanner
478,DS450 (ES&S),1,Scanner
479,ImageCast Central/ICC (Dominion),2,Scanner
479,ImageCast Evolution/ICE (Dominion),41,Scanner
480,ExpressVote (ES&S),28,Ballot Marking Device
480,DS200 (ES&S),38,Scanner
480,DS850 (ES&S),1,Scanner
481,ExpressVote (ES&S),319,Ballot Marking Device
481,DS200 (ES&S),346,Scanner
481,DS850 (ES&S),7,Scanner
482,ExpressVote (ES&S),9,Ballot Marking Device
482,DS200 (ES&S),9,Scanner
483,ExpressVote (ES&S),24,Ballot Marking Device
483,DS200 (ES&S),51,Scanner
484,ExpressVote (ES&S),15,Ballot Marking Device
484,DS200 (ES&S),19,Scanner
485,ImageCast Evolution/ICE (Dominion),20,Ballot Marking Device
485,ImageCast Central/ICC (Dominion),1,Scanner
486,ExpressVote (ES&S),6,Ballot Marking Device
486,DS200 (ES&S),8,Scanner
487,ExpressVote (ES&S),86,Ballot Marking Device
487,DS300 (ES&S),110,Scanner
487,DS850 (ES&S),4,Scanner
488,ExpressVote (ES&S),289,Ballot Marking Device
488,DS300 (ES&S),224,Scanner
488,DS950 (ES&S),4,Scanner
489,ImageCast Central/ICC (Dominion),3,Scanner
489,ImageCast Evolution/ICE (Dominion),204,Scanner
490,ImageCast Central/ICC (Dominion),1,Scanner
490,ImageCast Evolution/ICE (Dominion),29,Scanner
491,ExpressVote (ES&S),8,Ballot Marking Device
491,DS200 (ES&S),8,Scanner
492,ImageCast Evolution/ICE (Dominion),20,Ballot Marking Device
492,ImageCast Evolution/ICE (Dominion),20,Scanner
493,ExpressVote (ES&S),75,Ballot Marking Device
493,DS200 (ES&S),86,Scanner
493,DS850 (ES&S),3,Scanner
494,ExpressVote (ES&S),115,Ballot Marking Device
494,DS300 (ES&S),115,Scanner
494,DS850 (ES&S),4,Scanner
495,ExpressVote (ES&S),34,Ballot Marking Device
495,DS200 (ES&S),34,Scanner
496,ExpressVote (ES&S),589,Ballot Marking Device
496,DS200 (ES&S),1504,Scanner
496,DS850 (ES&S),9,Scanner
497,ImageCast Evolution/ICE (Dominion),60,Ballot Marking Device
497,ImageCast Evolution/ICE (Dominion),60,Scanner
498,ExpressVote (ES&S),20,Ballot Marking Device
498,DS200 (ES&S),40,Scanner
499,ExpressVote (ES&S),49,Ballot Marking Device
499,DS200 (ES&S),54,Scanner
500,ImageCast Evolution/ICE (Dominion),15,Ballot Marking Device
500,ImageCast Central/ICC (Dominion),1,Scanner
501,ExpressVote (ES&S),285,Ballot Marking Device
501,DS300 (ES&S),327,Scanner
501,DS950 (ES&S),7,Scanner
502,ExpressVote (ES&S),75,Ballot Marking Device
502,DS300 (ES&S),83,Scanner
502,DS850 (ES&S),2,Scanner
502,DS950 (ES&S),2,Scanner
503,ExpressVote (ES&S),860,Ballot Marking Device
503,DS200 (ES&S),816,Scanner
503,DS850 (ES&S),10,Scanner
503,DS950 (ES&S),3,Scanner
504,ExpressVote (ES&S),131,Ballot Marking Device
504,DS300 (ES&S),245,Scanner
504,DS850 (ES&S),3,Scanner
504,DS950 (ES&S),2,Scanner
505,ExpressVote (ES&S),164,Ballot Marking Device
505,DS300 (ES&S),367,Scanner
506,ExpressVote (ES&S),145,Ballot Marking Device
506,DS200 (ES&S),169,Scanner
506,DS850 (ES&S),4,Scanner
507,ImageCast Evolution/ICE (Dominion),24,Ballot Marking Device
507,ImageCast Central/ICC (Dominion),2,Scanner
508,ExpressVote (ES&S),49,Ballot Marking Device
508,DS200 (ES&S),98,Scanner
508,DS850 (ES&S),3,Scanner
509,ImageCast Evolution/ICE (Dominion),165,Ballot Marking Device
509,ImageCast Evolution/ICE (Dominion),165,Scanner
510,ExpressVote (ES&S),25,Ballot Marking Device
510,DS300 (ES&S),68,Scanner
510,DS850 (ES&S),2,Scanner
511,ExpressVote (ES&S),104,Ballot Marking Device
511,DS300 (ES&S),216,Scanner
511,DS850 (ES&S),2,Scanner
511,DS950 (ES&S),4,Scanner
512,ExpressVote (ES&S),90,Ballot Marking Device
512,DS200 (ES&S),134,Scanner
512,DS850 (ES&S),1,Scanner
512,DS950 (ES&S),3,Scanner
513,ExpressVote (ES&S),37,Ballot Marking Device
513,DS200 (ES&S),80,Scanner
513,DS850 (ES&S),2,Scanner
514,DS200 (ES&S),21,Scanner
515,ImageCast Evolution/ICE (Dominion),15,Ballot Marking Device
515,ImageCast Central/ICC (Dominion),1,Scanner
515,ImageCast Evolution/ICE (Dominion),15,Scanner
516,ExpressVote (ES&S),8,Ballot Marking Device
516,Other: DS 200 TABULATOR,8,Ballot Marking Device
516,DS200 (ES&S),8,Scanner
516,ExpressVoteXL (ES&S),8,Scanner
517,ExpressVote (ES&S),90,Ballot Marking Device
517,DS300 (ES&S),113,Scanner
518,ExpressVote (ES&S),14,Ballot Marking Device
518,DS200 (ES&S),17,Scanner
518,DS450 (ES&S),1,Scanner
519,ExpressVote (ES&S),21,Ballot Marking Device
519,DS200 (ES&S),27,Scanner
519,DS450 (ES&S),2,Scanner
520,ExpressVote (ES&S),12,Ballot Marking Device
520,DS200 (ES&S),12,Scanner
521,ImageCast X/ICX BMD (Dominion),49,Ballot Marking Device
521,ImageCast Central/ICC (Dominion),1,Scanner
521,ImageCast Precinct/ICP (Dominion),9,Scanner
522,ImageCast X/ICX BMD (Dominion),0,Ballot Marking Device
522,ImageCast Central/ICC (Dominion),0,Scanner
522,ImageCast Precinct/ICP (Dominion),0,Scanner
523,ImageCast X/ICX BMD (Dominion),0,Ballot Marking Device
