region_id,make_model,number_deployed,equipment_type
68,ImageCast Precinct with Integrated BMD (Dominion),275,Ballot Marking Device
68,ImageCast X/ICX DRE (Dominion),145,DRE with VVPAT
68,ImageCast Central/ICC (Dominion),11,Scanner
68,ImageCast Precint2/ICP2,287,Scanner
69,ExpressVote (ES&S),49,Ballot Marking Device
69,DS450 (ES&S),1,Scanner
69,DS850 (ES&S),1,Scanner
70,ExpressVote (ES&S),150,Ballot Marking Device
70,DS200 (ES&S),20,Scanner
70,DS450 (ES&S),1,Scanner
70,DS850 (ES&S),2,Scanner
71,ExpressVote (ES&S),0,Ballot Marking Device
71,DS450 (ES&S),2,Scanner
71,DS950 (ES&S),1,Scanner
72,ExpressVote (ES&S),19,Ballot Marking Device
72,DS850 (ES&S),1,Scanner
73,ExpressVote (ES&S),11,Ballot Marking Device
73,DS200 (ES&S),8,Scanner
73,DS850 (ES&S),1,Scanner
74,ExpressVote (ES&S),18,Ballot Marking Device
74,Other: EXPRESS TOUCH ES&S,18,DRE with VVPAT
74,ExpressVoteXL (ES&S),3,Scanner
75,ExpressVote (ES&S),22,Ballot Marking Device
75,DS200 (ES&S),8,Scanner
75,DS450 (ES&S),1,Scanner
76,Other: DOMINION IMAGECAST X/V5.17.17.1,224,Ballot Marking Device
76,Other: DOMINION ICC CANNON DR-G1130/V5.17.17.1 COTS,4,Scanner
76,Other: DOMINION ICC INTERSCAN HIPRO 821/V5.17.17.1 COTS,8,Scanner
76,Other: DOMINION IMAGECAST PRINCINCT2/V5.17.17.1,507,Scanner
77,ExpressVote (ES&S),57,Ballot Marking Device
77,DS850 (ES&S),2,Scanner
77,DS950 (ES&S),1,Scanner
78,ExpressVote (ES&S),96,Ballot Marking Device
78,DS450 (ES&S),1,Scanner
78,DS850 (ES&S),1,Scanner
79,ExpressVote (ES&S),289,Ballot Marking Device
79,DS850 (ES&S),6,Scanner
80,ExpressVote (ES&S),99,Ballot Marking Device
80,DS850 (ES&S),1,Scanner
80,DS950 (ES&S),4,Scanner
81,ExpressVote (ES&S),18,Ballot Marking Device
81,DS300 (ES&S),1,Scanner
81,DS450 (ES&S),1,Scanner
81,DS950 (ES&S),1,Scanner
82,OpenElect FVT (Unisyn),47,Ballot Marking Device
82,OpenElect Voting Central Scan/OVCS (Unisyn),4,Scanner
83,ExpressVote (ES&S),82,Ballot Marking Device
83,DS200 (ES&S),12,Scanner
83,DS450 (ES&S),3,Scanner
84,ExpressVote (ES&S),36,Ballot Marking Device
84,DS200 (ES&S),7,Scanner
85,ExpressVote (ES&S),44,Ballot Marking Device
85,DS200 (ES&S),13,Scanner
86,ExpressVote (ES&S),82,Ballot Marking Device
87,ExpressVote (ES&S),479,Ballot Marking Device
87,DS200 (ES&S),55,Scanner
88,ExpressVote (ES&S),81,Ballot Marking Device
88,DS200 (ES&S),17,Scanner
89,ExpressVote (ES&S),19,Ballot Marking Device
89,Other: EXPRESS VOTE,19,DRE with VVPAT
89,DS200 (ES&S),9,Scanner
90,ExpressVote (ES&S),12,Ballot Marking Device
90,DS200 (ES&S),6,Scanner
91,ExpressVote (ES&S),46,Ballot Marking Device
91,DS200 (ES&S),12,Scanner
92,ExpressVote (ES&S),7,Ballot Marking Device
92,DS200 (ES&S),5,Scanner
94,ExpressVote (ES&S),77,Ballot Marking Device
95,ExpressVote (ES&S),77,Ballot Marking Device
95,Other: EXPRESS VOTE,77,DRE with VVPAT
96,ExpressVote (ES&S),77,Ballot Marking Device
97,ExpressVote (ES&S),24,Ballot Marking Device
97,DS200 (ES&S),11,Scanner
98,ExpressVote (ES&S),38,Ballot Marking Device
98,DS200 (ES&S),16,Scanner
99,ExpressVote (ES&S),120,Ballot Marking Device
99,DS200 (ES&S),17,Scanner
100,ExpressVote (ES&S),100,Ballot Marking Device
100,DS200 (ES&S),14,Scanner
101,ExpressVote (ES&S),69,Ballot Marking Device
101,DS200 (ES&S),25,Scanner
102,ExpressVote (ES&S),26,Ballot Marking Device
102,DS200 (ES&S),10,Scanner
103,Other: EXPRESS VOTE ESS,14,DRE with VVPAT
104,iVotronic (ES&S),77,DRE with VVPAT
105,ExpressVote (ES&S),42,Ballot Marking Device
105,ExpressVote Tabulator (ES&S),10,Scanner
106,ExpressVote (ES&S),115,Ballot Marking Device
106,DS200 (ES&S),27,Scanner
106,DS450 (ES&S),1,Scanner
107,ExpressVote (ES&S),26,Ballot Marking Device
108,ExpressVote (ES&S),26,Ballot Marking Device
108,DS200 (ES&S),17,Scanner
109,ExpressVote (ES&S),140,Ballot Marking Device
109,DS200 (ES&S),40,Scanner
110,ExpressVote (ES&S),24,Ballot Marking Device
110,DS200 (ES&S),12,Scanner
111,ExpressVote (ES&S),55,Ballot Marking Device
111,DS200 (ES&S),14,Scanner
112,ExpressVote (ES&S),29,Ballot Marking Device
113,ExpressVote (ES&S),39,Ballot Marking Device
113,DS200 (ES&S),14,Scanner
114,ExpressVote (ES&S),20,Ballot Marking Device
114,DS200 (ES&S),6,Scanner
115,ExpressVote (ES&S),77,Ballot Marking Device
116,DS200 (ES&S),9,Scanner
117,ExpressVote (ES&S),45,Ballot Marking Device
117,ExpressVote Tabulator (ES&S),45,Scanner
118,ExpressVote (ES&S),148,Ballot Marking Device
118,DS200 (ES&S),42,Scanner
119,ExpressVote (ES&S),77,Ballot Marking Device
119,DS200 (ES&S),14,Scanner
121,ExpressVote (ES&S),77,Ballot Marking Device
121,DS200 (ES&S),77,Scanner
122,DS200 (ES&S),7,Scanner
123,ExpressVote (ES&S),19,Ballot Marking Device
123,DS200 (ES&S),5,Scanner
124,ExpressVote (ES&S),22,Ballot Marking Device
124,DS200 (ES&S),7,Scanner
125,ExpressVote (ES&S),34,Ballot Marking Device
125,DS200 (ES&S),10,Scanner
126,ExpressVote (ES&S),72,Ballot Marking Device
126,DS200 (ES&S),12,Scanner
127,ExpressVote (ES&S),48,Ballot Marking Device
127,DS200 (ES&S),7,Scanner
128,ExpressVote (ES&S),29,Ballot Marking Device
128,DS200 (ES&S),9,Scanner
129,ExpressVote (ES&S),77,Ballot Marking Device
129,DS200 (ES&S),77,Scanner
130,ExpressVote (ES&S),42,Ballot Marking Device
130,DS200 (ES&S),18,Scanner
131,ExpressVote (ES&S),12,Ballot Marking Device
131,DS200 (ES&S),8,Scanner
132,iVotronic (ES&S),77,DRE with VVPAT
132,ExpressVote Tabulator (ES&S),77,Scanner
133,ExpressVote (ES&S),20,Ballot Marking Device
133,Other: ES&S EXPRESSVOTE KIOSK,20,DRE with VVPAT
133,DS200 (ES&S),10,Scanner
134,ExpressVote (ES&S),77,Ballot Marking Device
134,iVotronic (ES&S),77,DRE with VVPAT
135,ExpressVote (ES&S),77,Ballot Marking Device
136,iVotronic (ES&S),10,DRE with VVPAT
137,iVotronic (ES&S),77,DRE with VVPAT
138,ExpressVote (ES&S),20,Ballot Marking Device
138,DS200 (ES&S),6,Scanner
139,ExpressVote (ES&S),25,Ballot Marking Device
139,DS200 (ES&S),11,Scanner
140,ExpressVote (ES&S),36,Ballot Marking Device
140,DS200 (ES&S),12,Scanner
141,ExpressVote (ES&S),60,Ballot Marking Device
141,DS200 (ES&S),10,Scanner
142,ExpressVote (ES&S),24,Ballot Marking Device
142,Other: DS 200 EXPRESS VOTE,12,DRE with VVPAT
142,DS200 (ES&S),77,Scanner
143,ExpressVote (ES&S),227,Ballot Marking Device
143,DS200 (ES&S),104,Scanner
143,DS450 (ES&S),1,Scanner
144,ExpressVote (ES&S),42,Ballot Marking Device
144,DS200 (ES&S),14,Scanner
145,ExpressVote (ES&S),39,Ballot Marking Device
145,DS200 (ES&S),39,Scanner
146,ExpressVote (ES&S),135,Ballot Marking Device
146,DS200 (ES&S),24,Scanner
146,DS450 (ES&S),1,Scanner
147,ExpressVote (ES&S),17,Ballot Marking Device
147,ExpressVote (ES&S),26,Ballot Marking Device
149,ExpressVote (ES&S),77,Ballot Marking Device
150,ExpressVote (ES&S),25,Ballot Marking Device
150,DS200 (ES&S),6,Scanner
151,ExpressVote (ES&S),24,Ballot Marking Device
151,DS200 (ES&S),9,Scanner
152,ExpressVote (ES&S),31,Ballot Marking Device
152,DS200 (ES&S),12,Scanner
153,ExpressVote (ES&S),48,Ballot Marking Device
153,DS200 (ES&S),21,Scanner
154,ExpressVote (ES&S),41,Ballot Marking Device
154,Other: DS200,10,Ballot Marking Device
155,ExpressVote (ES&S),331,Ballot Marking Device
155,DS200 (ES&S),52,Scanner
156,ExpressVote (ES&S),150,Ballot Marking Device
157,ExpressVote (ES&S),21,Ballot Marking Device
157,DS200 (ES&S),9,Scanner
158,ExpressVote (ES&S),40,Ballot Marking Device
159,ExpressVote (ES&S),2,Ballot Marking Device
159,DS200 (ES&S),2,Scanner
160,ExpressVote (ES&S),10,Ballot Marking Device
160,DS300 (ES&S),3,Scanner
160,DS450 (ES&S),2,Scanner
161,ImageCast X/ICX BMD (Dominion),45,Ballot Marking Device
161,ImageCast Central/ICC (Dominion),4,Scanner
162,ImageCast X/ICX BMD (Dominion),6,Ballot Marking Device
162,ImageCast Central/ICC (Dominion),2,Scanner
163,ImageCast X/ICX BMD (Dominion),352,Ballot Marking Device
163,ImageCast Central/ICC (Dominion),10,Scanner
164,ImageCast Evolution/ICE (Dominion),20,Ballot Marking Device
164,ImageCast Central/ICC (Dominion),2,Scanner
164,ImageCast Evolution/ICE (Dominion),0,Scanner
165,ImageCast X/ICX BMD (Dominion),41,Ballot Marking Device
165,ImageCast Central/ICC (Dominion),5,Scanner
166,ImageCast X/ICX BMD (Dominion),180,Ballot Marking Device
166,ImageCast Central/ICC (Dominion),6,Scanner
166,ImageCast Evolution/ICE (Dominion),54,Scanner
167,ImageCast X/ICX BMD (Dominion),10,Ballot Marking Device
167,ImageCast Evolution/ICE (Dominion),4,Scanner
167,ImageCast Evolution/ICE (Dominion),0,Scanner
168,Verity Touch Writer (Hart),40,Ballot Marking Device
168,Verity Central (Hart),2,Scanner
168,Verity Scan (Hart),14,Scanner
169,ImageCast X/ICX BMD (Dominion),76,Ballot Marking Device
169,ImageCast Central/ICC (Dominion),4,Scanner
170,ImageCast X/ICX BMD (Dominion),10,Ballot Marking Device
170,ImageCast Central/ICC (Dominion),2,Scanner
171,ImageCast X/ICX BMD (Dominion),136,Ballot Marking Device
171,ImageCast Central/ICC (Dominion),6,Scanner
172,ImageCast X/ICX BMD (Dominion),60,Ballot Marking Device
172,ImageCast Central/ICC (Dominion),3,Scanner
173,Verity Touch Writer (Hart),20,Ballot Marking Device
173,Verity Central (Hart),3,Scanner
174,ExpressVote (ES&S),9,Ballot Marking Device
174,DS200 (ES&S),5,Scanner
174,DS450 (ES&S),1,Scanner
175,VSAP Ballot Marking Device (Los Angeles County),11144,Ballot Marking Device
175,IBML (Los Angeles County),22,Scanner
176,ImageCast X/ICX BMD (Dominion),37,Ballot Marking Device
176,ImageCast Central/ICC (Dominion),3,Scanner
177,ImageCast X/ICX BMD (Dominion),63,Ballot Marking Device
177,ImageCast Central/ICC (Dominion),8,Scanner
178,ImageCast X/ICX BMD (Dominion),12,Ballot Marking Device
178,ImageCast Central/ICC (Dominion),2,Scanner
179,Verity Touch Writer (Hart),21,Ballot Marking Device
179,Verity Central (Hart),3,Scanner
179,Verity Central (Hart),0,Scanner
180,ExpressVote (ES&S),43,Ballot Marking Device
180,DS300 (ES&S),25,Scanner
180,DS950 (ES&S),0,Scanner
181,ExpressVote (ES&S),8,Ballot Marking Device
181,DS200 (ES&S),6,Scanner
181,DS450 (ES&S),1,Scanner
182,ImageCast Evolution/ICE (Dominion),10,Ballot Marking Device
182,ImageCast Central/ICC (Dominion),2,Scanner
183,ImageCast X/ICX BMD (Dominion),131,Ballot Marking Device
183,ImageCast Central/ICC (Dominion),8,Scanner
184,ImageCast X/ICX BMD (Dominion),58,Ballot Marking Device
184,ImageCast Central/ICC (Dominion),2,Scanner
185,Verity Touch Writer (Hart),27,Ballot Marking Device
185,Verity Central (Hart),4,Scanner
185,Verity Scan (Hart),9,Scanner
186,Verity Touch Writer (Hart),596,Ballot Marking Device
186,Verity Central (Hart),21,Scanner
186,Verity Scan (Hart),409,Scanner
187,ImageCast X/ICX BMD (Dominion),116,Ballot Marking Device
187,ImageCast Central/ICC (Dominion),5,Scanner
187,ImageCast Evolution/ICE (Dominion),29,Scanner
188,ImageCast X/ICX BMD (Dominion),1,Ballot Marking Device
188,ImageCast Central/ICC (Dominion),1,Scanner
189,ImageCast X/ICX BMD (Dominion),1520,Ballot Marking Device
189,ImageCast Central/ICC (Dominion),0,Scanner
189,ImageCast Precint2/ICP2,150,Scanner
190,ImageCast X/ICX BMD (Dominion),272,Ballot Marking Device
190,ImageCast Central/ICC (Dominion),15,Scanner
191,ImageCast X/ICX BMD (Dominion),23,Ballot Marking Device
191,ImageCast Central/ICC (Dominion),2,Scanner
192,ImageCast X/ICX BMD (Dominion),939,Ballot Marking Device
192,ImageCast Central/ICC (Dominion),16,Scanner
193,ImageCast X/ICX BMD (Dominion),2722,Ballot Marking Device
193,ImageCast Central/ICC (Dominion),22,Scanner
194,ImageCast X/ICX BMD (Dominion),515,Ballot Marking Device
194,ImageCast Central/ICC (Dominion),22,Scanner
195,Verity Touch Writer (Hart),171,Ballot Marking Device
195,Verity Scan (Hart),171,Scanner
196,ImageCast X/ICX BMD (Dominion),0,Ballot Marking Device
196,ImageCast Central/ICC (Dominion),3,Scanner
197,ImageCast X/ICX BMD (Dominion),357,Ballot Marking Device
197,ImageCast Central/ICC (Dominion),7,Scanner
198,ImageCast X/ICX BMD (Dominion),129,Ballot Marking Device
198,ImageCast Central/ICC (Dominion),2,Scanner
199,ImageCast X/ICX BMD (Dominion),774,Ballot Marking Device
199,ImageCast Central/ICC (Dominion),18,Scanner
199,ImageCast Precint2/ICP2,275,Scanner
200,ImageCast X/ICX BMD (Dominion),90,Ballot Marking Device
200,ImageCast Central/ICC (Dominion),4,Scanner
201,Verity Touch Writer (Hart),65,Ballot Marking Device
201,Verity Central (Hart),4,Scanner
202,Verity Touch Writer (Hart),1,Ballot Marking Device
202,Verity Central (Hart),1,Scanner
203,ImageCast Evolution/ICE (Dominion),19,Ballot Marking Device
203,ImageCast Central/ICC (Dominion),0,Scanner
203,ImageCast Evolution/ICE (Dominion),0,Scanner
204,Verity Touch Writer (Hart),78,Ballot Marking Device
204,Verity Central (Hart),6,Scanner
204,Verity Scan (Hart),0,Scanner
205,ImageCast X/ICX BMD (Dominion),93,Ballot Marking Device
205,ImageCast Central/ICC (Dominion),6,Scanner
206,Verity Touch Writer (Hart),98,Ballot Marking Device
206,Verity Central (Hart),9,Scanner
206,Verity Scan (Hart),41,Scanner
207,ImageCast X/ICX BMD (Dominion),28,Ballot Marking Device
207,ImageCast Central/ICC (Dominion),2,Scanner
208,ImageCast X/ICX BMD (Dominion),28,Ballot Marking Device
208,ImageCast Central/ICC (Dominion),0,Scanner
208,ImageCast Evolution/ICE (Dominion),0,Scanner
209,Verity Touch Writer (Hart),4,Ballot Marking Device
209,Verity Central (Hart),1,Scanner
209,Verity Scan (Hart),4,Scanner
210,ImageCast X/ICX BMD (Dominion),67,Ballot Marking Device
210,ImageCast Central/ICC (Dominion),5,Scanner
210,ImageCast Evolution/ICE (Dominion),0,Scanner
211,ImageCast X/ICX BMD (Dominion),17,Ballot Marking Device
211,ImageCast Central/ICC (Dominion),2,Scanner
212,ImageCast X/ICX BMD (Dominion),175,Ballot Marking Device
212,ImageCast Central/ICC (Dominion),6,Scanner
213,Verity Touch Writer (Hart),40,Ballot Marking Device
213,Verity Central (Hart),0,Scanner
214,ImageCast X/ICX BMD (Dominion),31,Ballot Marking Device
214,ImageCast Central/ICC (Dominion),3,Scanner
215,Other: AVALUE TECHNOLOGY INC SLD-21V-237-B1R,603,Ballot Marking Device
215,Other: INTERSCAN HIPRO SCANNER WITH DEMOCACY SUITE 5.10A ,16,Scanner
216,Verity Touch Writer (Hart),14,Ballot Marking Device
216,Verity Scan (Hart),6,Scanner
217,ImageCast X/ICX BMD (Dominion),199,Ballot Marking Device
217,ImageCast Central/ICC (Dominion),7,Scanner
218,ImageCast X/ICX BMD (Dominion),2,Ballot Marking Device
218,ImageCast Central/ICC (Dominion),2,Scanner
219,ImageCast X/ICX BMD (Dominion),135,Ballot Marking Device
219,ImageCast Central/ICC (Dominion),11,Scanner
220,ImageCast X/ICX BMD (Dominion),4,Ballot Marking Device
220,ImageCast Central/ICC (Dominion),1,Scanner
221,ImageCast X/ICX BMD (Dominion),2,Ballot Marking Device
221,ImageCast Central/ICC (Dominion),2,Scanner
222,ImageCast X/ICX BMD (Dominion),2,Ballot Marking Device
222,ImageCast Central/ICC (Dominion),2,Scanner
223,ImageCast X/ICX BMD (Dominion),54,Ballot Marking Device
223,ImageCast Central/ICC (Dominion),11,Scanner
224,ImageCast X/ICX BMD (Dominion),35,Ballot Marking Device
224,ImageCast Central/ICC (Dominion),3,Scanner
225,ImageCast X/ICX BMD (Dominion),4,Ballot Marking Device
225,ImageCast Central/ICC (Dominion),2,Scanner
226,ImageCast X/Samsung Galaxy Tab Pro (Dominion),2,Ballot Marking Device
226,ImageCast Central/ICC (Dominion),2,Scanner
227,ImageCast X/ICX BMD (Dominion),4,Ballot Marking Device
227,ImageCast Central/ICC (Dominion),2,Scanner
228,ImageCast X/ICX BMD (Dominion),2,Ballot Marking Device
228,ImageCast Central/ICC (Dominion),1,Scanner
229,ImageCast X/ICX BMD (Dominion),3,Ballot Marking Device
229,ImageCast Central/ICC (Dominion),2,Scanner
230,ImageCast X/ICX BMD (Dominion),2,Ballot Marking Device
230,ImageCast Central/ICC (Dominion),2,Scanner
231,ImageCast X/ICX BMD (Dominion),3,Ballot Marking Device
231,ImageCast Central/ICC (Dominion),2,Scanner
232,ImageCast X/ICX BMD (Dominion),12,Ballot Marking Device
232,ImageCast Central/ICC (Dominion),2,Scanner
233,ImageCast X/ICX BMD (Dominion),185,Ballot Marking Device
233,ImageCast Central/ICC (Dominion),4,Scanner
234,ImageCast X/ICX BMD (Dominion),2,Ballot Marking Device
234,ImageCast Central/ICC (Dominion),2,Scanner
235,ClearAccess (Clear Ballot),63,Ballot Marking Device
235,ClearCount (Clear Ballot),8,Scanner
236,ImageCast X/ICX BMD (Dominion),17,Ballot Marking Device
236,ImageCast Central/ICC (Dominion),3,Scanner
237,ImageCast X/Samsung Galaxy Tab Pro (Dominion),7,Ballot Marking Device
237,ImageCast Central/ICC (Dominion),2,Scanner
238,ImageCast X/ICX BMD (Dominion),110,Ballot Marking Device
238,ImageCast Central/ICC (Dominion),8,Scanner
239,ImageCast X/ICX BMD (Dominion),10,Ballot Marking Device
239,ImageCast Central/ICC (Dominion),2,Scanner
240,ClearAccess (Clear Ballot),16,Ballot Marking Device
240,ClearCount (Clear Ballot),2,Scanner
241,ImageCast X/ICX BMD (Dominion),2,Ballot Marking Device
241,ImageCast Central/ICC (Dominion),2,Scanner
242,ImageCast X/Samsung Galaxy Tab Pro (Dominion),6,Ballot Marking Device
242,ImageCast Central/ICC (Dominion),1,Scanner
243,ImageCast X/ICX BMD (Dominion),5,Ballot Marking Device
243,ImageCast Central/ICC (Dominion),2,Scanner
244,ImageCast X/ICX BMD (Dominion),1,Ballot Marking Device
244,ImageCast Central/ICC (Dominion),1,Scanner
245,ImageCast X/ICX BMD (Dominion),2,Ballot Marking Device
245,ImageCast Central/ICC (Dominion),2,Scanner
246,ImageCast X/Samsung Galaxy Tab Pro (Dominion),1,Ballot Marking Device
246,ImageCast Central/ICC (Dominion),1,Scanner
247,ImageCast X/ICX BMD (Dominion),192,Ballot Marking Device
247,ImageCast Central/ICC (Dominion),9,Scanner
248,ImageCast X/ICX BMD (Dominion),1,Ballot Marking Device
248,ImageCast Central/ICC (Dominion),1,Scanner
249,ImageCast X/ICX BMD (Dominion),3,Ballot Marking Device
249,ImageCast Central/ICC (Dominion),3,Scanner
250,ImageCast X/ICX BMD (Dominion),3,Ballot Marking Device
250,ImageCast Central/ICC (Dominion),1,Scanner
251,ImageCast X/ICX BMD (Dominion),17,Ballot Marking Device
251,ImageCast Central/ICC (Dominion),2,Scanner
252,ImageCast X/ICX BMD (Dominion),85,Ballot Marking Device
252,ImageCast Central/ICC (Dominion),16,Scanner
253,ImageCast X/ICX BMD (Dominion),3,Ballot Marking Device
253,ImageCast Central/ICC (Dominion),2,Scanner
254,ImageCast X/ICX BMD (Dominion),2,Ballot Marking Device
254,ImageCast Central/ICC (Dominion),2,Scanner
255,ImageCast X/ICX BMD (Dominion),6,Ballot Marking Device
255,ImageCast Central/ICC (Dominion),2,Scanner
256,ImageCast X/ICX BMD (Dominion),28,Ballot Marking Device
256,ImageCast Central/ICC (Dominion),4,Scanner
257,ImageCast X/ICX BMD (Dominion),1,Ballot Marking Device
257,ImageCast Central/ICC (Dominion),1,Scanner
258,ImageCast X/ICX BMD (Dominion),7,Ballot Marking Device
258,ImageCast Central/ICC (Dominion),1,Scanner
259,ImageCast X/ICX BMD (Dominion),10,Ballot Marking Device
259,ImageCast Central/ICC (Dominion),2,Scanner
260,ImageCast X/ICX BMD (Dominion),14,Ballot Marking Device
260,ImageCast Central/ICC (Dominion),2,Scanner
261,ImageCast X/ICX BMD (Dominion),12,Ballot Marking Device
261,ImageCast Central/ICC (Dominion),1,Scanner
262,ImageCast X/Samsung Galaxy Tab Pro (Dominion),9,Ballot Marking Device
262,ImageCast Central/ICC (Dominion),2,Scanner
263,ImageCast X/ICX BMD (Dominion),2,Ballot Marking Device
263,ImageCast Central/ICC (Dominion),2,Scanner
264,ImageCast X/ICX BMD (Dominion),5,Ballot Marking Device
264,ImageCast Central/ICC (Dominion),1,Scanner
265,ImageCast X/Samsung Galaxy Tab Pro (Dominion),4,Ballot Marking Device
265,ImageCast Central/ICC (Dominion),1,Scanner
266,ImageCast X/ICX BMD (Dominion),9,Ballot Marking Device
266,ImageCast Central/ICC (Dominion),2,Scanner
267,ImageCast X/ICX BMD (Dominion),2,Ballot Marking Device
267,ImageCast Central/ICC (Dominion),2,Scanner
268,ImageCast X/ICX BMD (Dominion),18,Ballot Marking Device
268,ImageCast Central/ICC (Dominion),4,Scanner
269,ImageCast X/ICX BMD (Dominion),3,Ballot Marking Device
269,ImageCast Central/ICC (Dominion),2,Scanner
270,ImageCast X/ICX BMD (Dominion),2,Ballot Marking Device
270,ImageCast Central/ICC (Dominion),2,Scanner
271,ImageCast X/Samsung Galaxy Tab Pro (Dominion),10,Ballot Marking Device
271,ImageCast Central/ICC (Dominion),2,Scanner
272,ImageCast X/ICX BMD (Dominion),2,Ballot Marking Device
272,ImageCast Central/ICC (Dominion),1,Scanner
273,ImageCast X/Samsung Galaxy Tab Pro (Dominion),1,Ballot Marking Device
274,ImageCast X/ICX BMD (Dominion),3,Ballot Marking Device
274,ImageCast Central/ICC (Dominion),2,Scanner
275,ImageCast X/ICX BMD (Dominion),3,Ballot Marking Device
275,ImageCast Central/ICC (Dominion),1,Scanner
276,ImageCast X/ICX BMD (Dominion),8,Ballot Marking Device
276,ImageCast Central/ICC (Dominion),2,Scanner
277,ImageCast X/ICX BMD (Dominion),9,Ballot Marking Device
277,ImageCast Central/ICC (Dominion),2,Scanner
278,ImageCast X/ICX BMD (Dominion),2,Ballot Marking Device
278,ImageCast Central/ICC (Dominion),3,Scanner
279,ImageCast X/ICX BMD (Dominion),174,Ballot Marking Device
279,ImageCast Central/ICC (Dominion),6,Scanner
280,ImageCast X/ICX BMD (Dominion),3,Ballot Marking Device
280,ImageCast Central/ICC (Dominion),2,Scanner
281,Inspire Ballot Marking System (IVS),5,Ballot Marking Device
281,AccuVote-OS (Premier),10,Scanner
282,Inspire Ballot Marking System (IVS),24,Ballot Marking Device
282,AccuVote-OS (Premier),48,Scanner
283,Inspire Ballot Marking System (IVS),2,Ballot Marking Device
283,AccuVote-OS (Premier),4,Scanner
284,Inspire Ballot Marking System (IVS),7,Ballot Marking Device
284,AccuVote-OS (Premier),14,Scanner
285,Inspire Ballot Marking System (IVS),6,Ballot Marking Device
285,AccuVote-OS (Premier),12,Scanner
286,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
286,AccuVote-OS (Premier),2,Scanner
287,Inspire Ballot Marking System (IVS),10,Ballot Marking Device
287,AccuVote-OS (Premier),20,Scanner
288,Inspire Ballot Marking System (IVS),12,Ballot Marking Device
288,AccuVote-OS (Premier),24,Scanner
289,Inspire Ballot Marking System (IVS),4,Ballot Marking Device
289,AccuVote-OS (Premier),8,Scanner
290,Inspire Ballot Marking System (IVS),3,Ballot Marking Device
290,AccuVote-OS (Premier),6,Scanner
291,Inspire Ballot Marking System (IVS),2,Ballot Marking Device
291,AccuVote-OS (Premier),4,Scanner
292,Inspire Ballot Marking System (IVS),6,Ballot Marking Device
292,AccuVote-OS (Premier),12,Scanner
293,Inspire Ballot Marking System (IVS),13,Ballot Marking Device
293,AccuVote-OS (Premier),26,Scanner
294,Inspire Ballot Marking System (IVS),2,Ballot Marking Device
294,AccuVote-OS (Premier),4,Scanner
295,Inspire Ballot Marking System (IVS),4,Ballot Marking Device
295,AccuVote-OS (Premier),8,Scanner
296,Inspire Ballot Marking System (IVS),5,Ballot Marking Device
296,AccuVote-OS (Premier),10,Scanner
297,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
297,AccuVote-OS (Premier),2,Scanner
298,Inspire Ballot Marking System (IVS),22,Ballot Marking Device
298,AccuVote-OS (Premier),44,Scanner
299,Inspire Ballot Marking System (IVS),13,Ballot Marking Device
299,AccuVote-OS (Premier),26,Scanner
300,Inspire Ballot Marking System (IVS),5,Ballot Marking Device
300,AccuVote-OS (Premier),10,Scanner
301,Inspire Ballot Marking System (IVS),2,Ballot Marking Device
301,AccuVote-OS (Premier),4,Scanner
302,Inspire Ballot Marking System (IVS),7,Ballot Marking Device
302,AccuVote-OS (Premier),14,Scanner
303,Inspire Ballot Marking System (IVS),3,Ballot Marking Device
303,AccuVote-OS (Premier),6,Scanner
304,Inspire Ballot Marking System (IVS),3,Ballot Marking Device
304,AccuVote-OS (Premier),6,Scanner
305,Inspire Ballot Marking System (IVS),5,Ballot Marking Device
305,AccuVote-OS (Premier),10,Scanner
306,Inspire Ballot Marking System (IVS),5,Ballot Marking Device
306,AccuVote-OS (Premier),10,Scanner
307,Inspire Ballot Marking System (IVS),9,Ballot Marking Device
307,AccuVote-OS (Premier),18,Scanner
308,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
308,AccuVote-OS (Premier),2,Scanner
309,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
309,AccuVote-OS (Premier),2,Scanner
310,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
310,AccuVote-OS (Premier),2,Scanner
311,Inspire Ballot Marking System (IVS),7,Ballot Marking Device
311,AccuVote-OS (Premier),14,Scanner
312,Inspire Ballot Marking System (IVS),3,Ballot Marking Device
312,AccuVote-OS (Premier),6,Scanner
313,Inspire Ballot Marking System (IVS),7,Ballot Marking Device
313,AccuVote-OS (Premier),14,Scanner
314,Inspire Ballot Marking System (IVS),7,Ballot Marking Device
314,AccuVote-OS (Premier),14,Scanner
315,Inspire Ballot Marking System (IVS),7,Ballot Marking Device
315,AccuVote-OS (Premier),14,Scanner
316,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
316,AccuVote-OS (Premier),2,Scanner
317,Inspire Ballot Marking System (IVS),24,Ballot Marking Device
317,AccuVote-OS (Premier),48,Scanner
318,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
318,AccuVote-OS (Premier),2,Scanner
319,Inspire Ballot Marking System (IVS),8,Ballot Marking Device
319,AccuVote-OS (Premier),16,Scanner
320,Inspire Ballot Marking System (IVS),1,Ballot Marking Device
320,AccuVote-OS (Premier),2,Scanner
