region_id,Manufacturer,Model Name,quantity,Equipment Type,Age,OS,Certification Level,Scanning Rate,Error Rate,Reliability
4102,ES&S,ExpressVote,2,BMD,11,,VVSG 1.0 (2005),,,
4102,ES&S,DS300,2,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
4102,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
4103,ES&S,ExpressVote,13,BMD,11,,VVSG 1.0 (2005),,,
4103,ES&S,DS200,2,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
4103,ES&S,DS450,2,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
4103,ES&S,DS850,2,Batch-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
4104,ES&S,ExpressVote,12,BMD,11,,VVSG 1.0 (2005),,,
4104,ES&S,DS200,1,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
4104,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
4105,ES&S,ExpressVote,6,BMD,11,,VVSG 1.0 (2005),,,
4105,ES&S,DS200,4,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
4105,ES&S,DS300,8,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
4106,ES&S,ExpressVote,2,BMD,11,,VVSG 1.0 (2005),,,
4106,ES&S,DS200,1,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
4106,ES&S,DS300,1,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
4107,ES&S,ExpressVote,9,BMD,11,,VVSG 1.0 (2005),,,
4107,ES&S,DS450,3,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
4108,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4109,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4110,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4111,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4112,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4113,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4114,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4115,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4116,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4117,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4118,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4119,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4120,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4121,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4122,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4123,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4124,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4125,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4126,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4127,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4128,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4129,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4130,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4131,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4132,Democracy Live,OmniBallot Tablet,2,BMD,-1,,,,,
4133,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4134,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4135,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4136,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4137,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4138,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4139,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4140,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4141,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4142,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4143,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4144,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4145,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4146,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4147,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4148,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4149,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4150,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4151,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4152,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4153,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4154,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4155,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4156,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4157,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4158,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4159,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4160,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4161,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4162,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4163,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4164,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4165,Democracy Live,OmniBallot Tablet,8,BMD,-1,,,,,
4166,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4167,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4168,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4169,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4170,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4171,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4172,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4173,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4174,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4175,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4176,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4177,Democracy Live,OmniBallot Tablet,4,BMD,-1,,,,,
4178,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4179,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4180,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4181,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4182,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4183,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4184,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4185,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4186,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4187,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4188,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4189,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4190,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4191,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4192,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4193,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4194,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4195,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4196,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4197,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4198,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4199,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4200,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4201,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4202,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4203,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4204,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4205,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4206,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4207,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4208,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4209,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4210,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4211,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4212,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4213,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4214,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4215,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4216,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4217,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4218,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4219,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4220,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4221,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4222,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4223,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4224,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4225,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4226,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4227,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4228,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4229,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4230,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4231,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4232,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4233,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4234,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4235,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4236,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4237,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4238,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4239,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4240,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4241,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4242,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4243,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4244,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4245,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4246,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4247,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4248,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4249,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4250,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4251,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4252,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4253,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4254,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4255,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4256,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4257,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4258,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4259,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4260,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4261,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4262,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4263,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4264,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4265,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4266,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4267,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4268,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4269,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4270,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4271,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4272,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4273,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4274,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4275,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4276,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4277,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4278,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4279,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4280,Democracy Live,OmniBallot Tablet,4,BMD,-1,,,,,
4281,Democracy Live,OmniBallot Tablet,2,BMD,-1,,,,,
4282,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4283,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4284,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4285,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4286,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4287,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4288,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4289,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4290,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4291,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4292,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4293,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4294,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4295,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4296,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4297,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4298,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4299,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4300,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4301,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4302,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4303,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4304,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4305,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4306,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4307,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4308,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4309,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4310,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4311,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4312,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4313,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4314,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4315,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4316,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4317,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4318,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4319,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4320,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4321,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4322,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4323,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4324,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4325,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4326,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4327,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4328,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4329,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4330,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4331,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4332,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4333,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4334,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4335,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4336,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4337,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4338,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4339,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4340,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4341,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4342,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4343,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4344,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4345,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4346,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4347,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4348,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4349,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4350,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4351,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4352,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4353,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4354,Democracy Live,OmniBallot Tablet,1,BMD,-1,,,,,
4355,Unisyn,OpenElect OVI,18,BMD,-1,,,,,
4355,Unisyn,OpenElect Voting Optical Scan/OVO,35,,-1,,,,,
4356,ES&S,ExpressVote,32,BMD,11,,VVSG 1.0 (2005),,,
4356,ES&S,DS200,40,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
4357,ES&S,ExpressVote,13,BMD,11,,VVSG 1.0 (2005),,,
4357,ES&S,DS200,15,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
4358,Dominion,ImageCast Evolution/ICE,6,,-1,,,,,
4358,Dominion,ImageCast Evolution/ICE,8,,-1,,,,,
4359,Hart,Verity Touch Writer,12,,-1,,,,,
4359,Hart,Verity Scan,16,,-1,,,,,
4360,ES&S,ExpressVote,10,BMD,11,,VVSG 1.0 (2005),,,
4360,ES&S,DS200,12,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
4361,Unisyn,OpenElect OVI,59,BMD,-1,,,,,
4361,Unisyn,OpenElect Voting Central Scan/OVCS,1,,-1,,,,,
4361,Unisyn,OpenElect Voting Optical Scan/OVO,123,,-1,,,,,
4362,Unisyn,OpenElect FVT,4,,-1,,,,,
4362,Unisyn,OpenElect OVI,25,BMD,-1,,,,,
4362,Unisyn,OpenElect Freedom Vote Scan,5,,-1,,,,,
4362,Unisyn,OpenElect Voting Optical Scan/OVO,26,,-1,,,,,
4363,ES&S,ExpressVote,8,BMD,11,,VVSG 1.0 (2005),,,
4363,ES&S,DS200,10,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
4364,Dominion,ImageCast Evolution/ICE,33,,-1,,,,,
4364,Dominion,ImageCast Evolution/ICE,36,,-1,,,,,
4365,ES&S,ExpressVote,8,BMD,11,,VVSG 1.0 (2005),,,
4365,ES&S,DS200,9,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
4366,ES&S,ExpressVote,11,BMD,11,,VVSG 1.0 (2005),,,
4366,ES&S,DS200,15,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
4367,Unisyn,OpenElect OVI,14,BMD,-1,,,,,
4367,Unisyn,OpenElect Voting Optical Scan/OVO,16,,-1,,,,,
4368,Dominion,ImageCast Evolution/ICE,19,,-1,,,,,
4368,Dominion,ImageCast Evolution/ICE,21,,-1,,,,,
4369,ES&S,ExpressVote,11,BMD,11,,VVSG 1.0 (2005),,,
4369,ES&S,DS200,12,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
4370,Hart,Verity Touch Writer,17,,-1,,,,,
4370,Hart,Verity Scan,19,,-1,,,,,
4371,Dominion,ImageCast Precinct with Integrated BMD,14,,-1,,,,,
4371,Dominion,ImageCast Precinct/ICP,15,,-1,,,,,
4372,ES&S,ExpressVote,17,BMD,11,,VVSG 1.0 (2005),,,
4372,ES&S,DS200,21,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
4373,ES&S,ExpressVote,4,BMD,11,,VVSG 1.0 (2005),,,
4373,ES&S,DS200,6,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
4374,Dominion,ImageCast Evolution/ICE,8,,-1,,,,,
4374,Dominion,ImageCast Evolution/ICE,9,,-1,,,,,
4375,ES&S,ExpressVote,86,BMD,11,,VVSG 1.0 (2005),,,
4375,ES&S,DS200,118,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
4375,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
4376,ES&S,ExpressVote,8,BMD,11,,VVSG 1.0 (2005),,,
4376,ES&S,DS200,19,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
4377,Dominion,ImageCast Evolution/ICE,9,,-1,,,,,
4377,Dominion,ImageCast Evolution/ICE,10,,-1,,,,,
4378,ES&S,ExpressVote,16,BMD,11,,VVSG 1.0 (2005),,,
4378,ES&S,DS200,22,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
4379,Dominion,ImageCast Evolution/ICE,6,,-1,,,,,
4379,Dominion,ImageCast Evolution/ICE,8,,-1,,,,,
4380,Dominion,ImageCast Evolution/ICE,12,,-1,,,,,
4380,Dominion,ImageCast Evolution/ICE,14,,-1,,,,,
4381,Unisyn,OpenElect OVI,14,BMD,-1,,,,,
4381,Unisyn,OpenElect Voting Optical Scan/OVO,17,,-1,,,,,
4382,Hart,Verity Touch Writer,5,,-1,,,,,
4382,Hart,Verity Scan,7,,-1,,,,,
4383,ES&S,ExpressVote,560,BMD,11,,VVSG 1.0 (2005),,,
4383,ES&S,DS200,582,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
4383,ES&S,DS850,2,Batch-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
4384,ES&S,ExpressVote,27,BMD,11,,VVSG 1.0 (2005),,,
4384,ES&S,DS200,30,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
4385,Hart,Verity Touch Writer,7,,-1,,,,,
4385,Hart,Verity Scan,7,,-1,,,,,
4386,Unisyn,OpenElect OVI,6,BMD,-1,,,,,
4386,Unisyn,OpenElect Freedom Vote Scan,11,,-1,,,,,
4387,Dominion,ImageCast Evolution/ICE,30,,-1,,,,,
4387,Dominion,ImageCast Evolution/ICE,33,,-1,,,,,
4388,ES&S,ExpressVote,30,BMD,11,,VVSG 1.0 (2005),,,
4388,ES&S,DS200,34,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
4389,ES&S,ExpressVote,10,BMD,11,,VVSG 1.0 (2005),,,
4389,ES&S,DS200,11,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
4390,Dominion,ImageCast Evolution/ICE,15,,-1,,,,,
4390,Dominion,ImageCast Evolution/ICE,17,,-1,,,,,
4391,ES&S,ExpressVote,12,BMD,11,,VVSG 1.0 (2005),,,
4391,ES&S,DS200,14,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
4392,ES&S,ExpressVote,16,BMD,11,,VVSG 1.0 (2005),,,
4392,ES&S,DS200,18,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
4393,Unisyn,OpenElect FVT,1,,-1,,,,,
4393,Unisyn,OpenElect OVI,6,BMD,-1,,,,,
4393,Unisyn,OpenElect Freedom Vote Scan,1,,-1,,,,,
4393,Unisyn,OpenElect Voting Optical Scan/OVO,9,,-1,,,,,
4394,Dominion,ImageCast Evolution/ICE,10,,-1,,,,,
4394,Dominion,ImageCast Evolution/ICE,11,,-1,,,,,
4395,Unisyn,OpenElect OVI,21,BMD,-1,,,,,
4395,Unisyn,OpenElect Voting Optical Scan/OVO,25,,-1,,,,,
4396,ES&S,ExpressVote,37,BMD,11,,VVSG 1.0 (2005),,,
4396,ES&S,DS200,41,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
4396,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
4397,ES&S,ExpressVote,93,BMD,11,,VVSG 1.0 (2005),,,
4397,ES&S,DS200,124,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
4397,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
4398,Hart,Verity Touch Writer,25,,-1,,,,,
4398,Hart,Verity Scan,27,,-1,,,,,
4399,Unisyn,OpenElect OVI,6,BMD,-1,,,,,
4399,Unisyn,OpenElect Freedom Vote Scan,7,,-1,,,,,
4400,ES&S,ExpressVote,18,BMD,11,,VVSG 1.0 (2005),,,
4400,ES&S,DS200,21,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
4401,Unisyn,OpenElect OVI,21,BMD,-1,,,,,
4401,Unisyn,OpenElect Voting Central Scan/OVCS,2,,-1,,,,,
4401,Unisyn,OpenElect Voting Optical Scan/OVO,23,,-1,,,,,
4402,Hart,Verity Touch Writer,7,,-1,,,,,
4402,Hart,Verity Scan,8,,-1,,,,,
4403,Hart,Verity Touch Writer,6,,-1,,,,,
4403,Hart,Verity Scan,15,,-1,,,,,
4404,ES&S,ExpressVote,7,BMD,11,,VVSG 1.0 (2005),,,
4404,ES&S,DS200,9,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
4405,Unisyn,OpenElect OVI,7,BMD,-1,,,,,
4405,Unisyn,OpenElect Freedom Vote Scan,4,,-1,,,,,
4405,Unisyn,OpenElect Voting Optical Scan/OVO,4,,-1,,,,,
4406,Dominion,ImageCast Evolution/ICE,17,,-1,,,,,
4406,Dominion,ImageCast Evolution/ICE,20,,-1,,,,,
4407,Unisyn,OpenElect FVT,4,,-1,,,,,
4407,Unisyn,OpenElect OVI,107,BMD,-1,,,,,
