region_id,total_registered_voters,Moved,Death,Felony,Fail Response,Incompetent to Vote,Voter Request,Duplicate Records
3149,56670,2179,1455,35,2270,0,29,70
3150,35301,1046,800,28,915,0,27,39
3151,69564,3361,1012,28,0,0,74,1595
3152,140485,3277,1967,49,3188,0,37,18
3153,50794,3235,1185,29,816,0,21,55
3154,41055,1300,929,25,1442,1,18,37
3155,62659,2344,1231,22,18,0,18,49
3156,702329,21367,9206,121,18695,0,90,1672
3157,26294,2833,788,28,25,0,16,22
3158,14870,224,405,15,322,0,8,5
3159,119766,7607,2731,386,3830,0,74,0
3160,25966,1391,749,91,554,0,9,0
3161,8335,326,252,27,104,0,4,21
3162,16745,690,447,41,81,0,0,4
3163,20829,1000,597,82,446,0,0,1
3164,12871,703,488,42,371,0,3,1
3165,35125,1840,1089,121,185,0,18,15
3166,12838,584,453,39,384,0,0,0
3167,23710,1272,660,127,133,0,0,1
3168,141259,6807,2733,375,4043,0,0,1
3169,217714,14137,4165,714,10107,0,144,2
3170,61321,2924,1796,283,1907,0,12,0
3171,162427,13225,2577,400,5179,0,1,0
3172,56462,2561,1662,209,1567,0,6,0
3173,8807,509,125,21,82,0,0,0
3174,58891,3290,1496,216,483,0,24,0
3175,15871,635,448,56,509,0,0,4
3176,117342,6737,2817,489,3421,0,27,1
3177,63795,4197,1292,70,1476,0,6,0
3178,24597,772,563,27,1042,0,31,0
3179,10681,611,249,26,46,0,2,5
3180,10356,392,233,31,366,0,14,0
3181,71052,2907,2068,36,2486,0,12,1
3182,38088,1507,1272,291,1179,0,0,104
3183,79739,4463,1885,335,1033,0,32,4
3184,230310,12638,4018,761,6426,0,105,1
3185,25213,1158,477,57,236,0,6,17
3186,34280,1680,567,70,179,0,29,51
3187,121756,6449,3080,447,3139,0,21,324
3188,33702,2225,854,102,803,0,1,3
3189,32693,1664,935,181,934,0,0,21
3190,253366,23860,3536,706,10838,0,237,0
3191,36542,2269,1012,244,1199,0,2,2
3192,280007,17904,5976,1154,14544,0,173,46
3193,55589,3859,1117,153,1462,0,3,0
3194,163717,9304,3696,503,5125,0,51,93
3195,8532,293,190,22,346,0,1,0
3196,6315,209,172,20,165,0,2,1
3197,42205,2676,797,120,1182,0,1,0
3198,11278,765,341,59,95,0,1,26
3199,397744,25879,7240,1337,13226,0,203,1094
3200,36427,1854,1364,15,1576,0,5,8
3201,93455,6457,1633,340,2763,0,18,3
3202,48250,2599,1297,116,1194,0,19,1
3203,92782,4843,2455,235,3052,0,63,0
3204,14356,551,394,67,606,0,1,68
3205,37259,2523,538,25,1920,0,0,1
3206,3186,178,76,9,7,0,0,0
3207,146567,9165,2665,417,3543,0,0,1
3208,31646,2895,650,62,1216,0,20,89
3209,165663,10888,2685,543,5062,0,60,2
3210,7364,512,230,21,52,0,0,4
3211,41335,2770,975,173,1233,0,9,3
3212,39568,2010,1166,165,237,0,6,5
3213,70666,4536,1661,25,2120,0,21,3
3214,31509,1525,798,161,885,0,2,0
3215,29588,984,793,77,904,0,20,31
3216,17836,1083,493,69,846,0,5,4
3217,16761,815,534,78,512,0,1,0
3218,842270,51249,9611,1705,53148,0,595,0
3219,11508,499,333,49,304,0,3,6
3220,17769,998,778,79,572,0,1,7
3221,79456,4913,2085,190,2338,0,274,67
3222,71083,4192,1749,273,2366,0,14,1
3223,190667,14362,3648,581,7840,0,101,1
3224,13281,580,488,60,516,0,2,8
3225,137629,6654,2074,463,2384,0,51,3
3226,115633,13270,1515,170,5274,0,129,75
3227,10648,608,275,19,76,0,1,9
3228,32029,1543,533,105,491,0,5,1
3229,52117,3548,1142,147,1644,0,3,0
3230,10837,569,295,33,249,0,2,20
3231,28749,1253,729,114,773,0,1,0
3232,129050,10335,2477,551,1671,0,54,0
3233,17441,838,418,41,599,0,11,2
3234,99777,4957,2468,362,3207,0,13,0
3235,29465,1081,961,140,204,0,0,12
3236,79176,2897,2312,230,805,0,1,0
3237,64706,2618,1722,275,1899,0,3,82
3238,101923,5460,2518,314,3477,0,30,322
3239,48084,1791,1242,269,1682,0,16,1
3240,39470,1812,987,160,1192,0,6,1
3241,22821,1097,742,76,186,0,1,0
3242,46713,2164,1190,159,1224,0,6,0
3243,33833,1780,984,87,857,0,11,1
3244,49366,2087,1397,233,1307,0,9,0
3245,10255,588,269,12,468,0,0,22
3246,27254,1309,803,70,1157,0,34,3
3247,2383,109,91,1,10,0,0,13
3248,185312,11084,2503,290,1513,0,207,35
3249,29192,1573,787,129,1215,0,4,2
3250,862969,59754,10579,2019,26023,0,586,3
3251,13588,721,430,40,363,0,2,37
3252,8218,417,318,42,342,0,0,0
3253,46601,5870,650,80,2630,0,44,1637
3254,78035,3615,2116,306,3112,0,17,4
3255,45719,1756,1381,226,1058,0,9,0
3256,56906,2974,1307,210,1619,0,5,155
3257,25764,1354,737,103,560,0,1,0
3258,14713,689,415,48,665,0,6,3
3259,0,0,0,0,0,0,0,0
3260,0,0,0,0,0,0,0,0
3261,0,0,0,0,0,0,0,0
3262,0,0,0,0,0,0,0,0
3263,0,0,0,0,0,0,0,0
3264,0,0,0,0,0,0,0,0
3265,0,0,0,0,0,0,0,0
3266,0,0,0,0,0,0,0,0
3267,0,0,0,0,0,0,0,0
3268,0,0,0,0,0,0,0,0
3269,0,0,0,0,0,0,0,0
3270,0,0,0,0,0,0,0,0
3271,0,0,0,0,0,0,0,0
3272,0,0,0,0,0,0,0,0
3273,0,0,0,0,0,0,0,0
3274,0,0,0,0,0,0,0,0
3275,0,0,0,0,0,0,0,0
3276,0,0,0,0,0,0,0,0
3277,0,0,0,0,0,0,0,0
3278,0,0,0,0,0,0,0,0
3279,0,0,0,0,0,0,0,0
3280,0,0,0,0,0,0,0,0
3281,0,0,0,0,0,0,0,0
3282,0,0,0,0,0,0,0,0
3283,0,0,0,0,0,0,0,0
3284,0,0,0,0,0,0,0,0
3285,0,0,0,0,0,0,0,0
3286,0,0,0,0,0,0,0,0
3287,0,0,0,0,0,0,0,0
3288,0,0,0,0,0,0,0,0
3289,0,0,0,0,0,0,0,0
3290,0,0,0,0,0,0,0,0
3291,0,0,0,0,0,0,0,0
3292,0,0,0,0,0,0,0,0
3293,0,0,0,0,0,0,0,0
3294,0,0,0,0,0,0,0,0
3295,0,0,0,0,0,0,0,0
3296,0,0,0,0,0,0,0,0
3297,0,0,0,0,0,0,0,0
3298,0,0,0,0,0,0,0,0
3299,0,0,0,0,0,0,0,0
3300,0,0,0,0,0,0,0,0
3301,0,0,0,0,0,0,0,0
3302,0,0,0,0,0,0,0,0
3303,0,0,0,0,0,0,0,0
3304,0,0,0,0,0,0,0,0
3305,0,0,0,0,0,0,0,0
3306,0,0,0,0,0,0,0,0
3307,0,0,0,0,0,0,0,0
3308,0,0,0,0,0,0,0,0
3309,0,0,0,0,0,0,0,0
3310,0,0,0,0,0,0,0,0
3311,0,0,0,0,0,0,0,0
3312,17674,20,507,19,757,0,27,0
3313,66201,99,1010,148,3314,0,132,0
3314,34756,38,880,76,1500,0,83,0
3315,61356,90,1766,66,2396,0,209,0
3316,32900,4224,850,50,2233,0,198,0
3317,32887,66,799,29,785,0,4,0
3318,44628,115,980,54,2014,0,115,0
3319,29541,38,786,51,1471,0,31,0
3320,255570,41,5419,163,13588,0,881,18653
3321,18409,36,497,15,535,0,40,0
3322,27055,40,689,7,862,0,27,0
3323,87957,96,2779,183,19082,0,175,166
3324,151043,168,3123,124,1199,0,424,0
3325,27898,74,656,40,1041,0,24,0
3326,65979,93,1904,104,0,0,163,0
3327,22494,31,653,26,776,0,31,0
3328,28064,47,939,119,4499,0,105,0
3329,893801,734,21274,959,30893,0,2866,0
3330,35030,79,919,31,1006,0,50,0
3331,22248,67,636,55,876,0,38,1241
3332,165371,490,2441,40,5013,0,727,0
3333,54260,92,1542,100,1862,0,106,9
3334,112016,180,2198,110,5414,18,273,0
3335,17449,28,549,23,745,0,47,2
3336,903248,78782,27129,1388,25291,0,7553,0
3337,29566,58,696,15,0,0,64,0
3338,19031,100,30,15,6619,0,25,540
3339,69032,123,1518,12,1457,1,264,3925
3340,122193,222,2427,25,5194,0,432,0
3341,24501,1150,786,30,959,0,46,0
3342,604199,18672,8983,0,20215,0,2128,434
3343,51936,0,0,0,0,0,0,0
3344,17922,0,0,0,0,0,0,0
3345,9890,7,268,19,405,0,29,0
3346,19433,587,542,19,1090,0,42,0
3347,27611,39,778,55,1305,0,31,0
3348,18430,14,497,42,634,0,96,1175
3349,18085,1080,431,16,600,0,12,0
3350,36967,682,847,25,16,0,71,0
3351,20694,862,612,52,884,0,14,0
3352,45726,115,1227,79,3102,0,101,1204
3353,43806,43,424,84,1634,0,87,0
3354,165578,241,1934,80,4633,0,283,0
3355,43020,73,825,37,2244,0,124,622
3356,128657,194,2920,166,4714,0,529,0
3357,32330,2158,861,33,1128,0,46,0
3358,221647,9082,5207,177,12472,0,650,0
3359,251632,683,7181,461,9200,0,816,0
3360,27191,34,659,25,793,0,65,0
3361,163093,189,4902,338,6539,0,308,0
3362,39576,0,1169,191,87,0,0,0
3363,134574,182,2720,117,4075,0,433,0
3364,14916,14,396,17,679,0,28,0
3365,29691,19,652,21,1303,0,47,0
3366,78731,99,1802,55,2399,0,226,4153
3367,9326,25,142,18,267,1,8,288
3368,373580,1016,9723,51,14818,0,25,0
3369,9188,5,321,16,413,0,10,0
3370,24667,108,617,19,1788,0,42,1391
3371,54637,2261,1592,219,2231,0,123,0
3372,8081,17,244,0,217,0,10,0
3373,30695,1988,904,26,909,0,116,0
3374,12665,26,335,19,530,0,7,589
3375,22901,1488,558,36,837,0,27,0
3376,38574,43,928,27,1202,0,88,0
3377,18011,0,0,0,0,0,0,8
3378,111135,125,2482,142,3088,0,605,0
3379,28920,46,686,25,979,0,40,0
3380,24016,12,535,9,0,0,0,0
3381,80649,264,2280,152,4374,0,21,0
3382,39883,2197,1362,76,2023,0,75,0
3383,40511,2283,1096,38,1397,0,0,0
3384,44713,1302,2529,123,1986,0,117,11
3385,34779,56,969,39,606,0,72,0
3386,32947,0,0,0,0,0,0,0
3387,253599,361,6925,346,2916,0,746,0
3388,382722,440,9251,797,12729,0,1198,0
3389,137685,3975,4192,160,4524,0,293,0
3390,44321,70,1661,48,1879,0,86,2509
3391,47353,100,712,20,1142,0,163,0
3392,20490,125,312,2,687,4,1,4
3393,7812,8,260,10,329,0,3,500
3394,178612,447,3116,54,169,0,1013,0
3395,42814,209,1195,35,1957,0,13,0
3396,70625,3708,1899,101,5667,0,286,0
3397,25160,87,588,33,1091,0,34,0
3398,90695,263,1812,64,5285,0,435,0
3399,14839,911,403,39,850,0,57,1
3400,11667,309,243,7,619,0,0,35
3401,3065,135,76,5,99,0,0,11
3402,8331,308,199,3,328,0,0,22
3403,3254,111,76,3,107,0,0,19
3404,12082,633,273,30,535,1,0,25
3405,5621,298,178,12,181,0,1,13
3406,29178,756,548,19,1037,6,7,278
3407,14716,614,380,30,562,3,6,25
3408,107072,5472,1661,97,2584,7,23,264
3409,32101,1146,767,71,1545,0,8,119
3410,28909,1053,679,25,909,0,6,96
3411,9355,306,182,19,387,0,2,35
3412,1406,35,37,2,85,0,0,8
3413,183522,9596,3301,222,6040,77,104,268
3414,3945,188,122,6,129,0,0,17
3415,63933,1700,1225,152,3225,0,27,308
3416,3883,152,113,12,142,0,1,4
3417,8800,383,223,18,278,0,1,21
3418,45861,2497,1094,70,1371,0,5,126
3419,15949,1011,353,52,824,6,3,97
3420,28200,1049,727,18,933,0,14,46
3421,3108,191,88,8,79,1,0,10
3422,2603,126,80,0,90,0,0,5
3423,34703,1211,910,64,1176,0,20,149
3424,16683,839,402,47,704,0,2,49
3425,36895,1959,711,61,1196,2,9,122
3426,2954,169,76,3,89,0,0,8
3427,2954,183,99,2,140,0,0,16
3428,1425,62,33,3,95,0,0,9
3429,1961,106,38,3,58,0,1,4
3430,7240,262,198,4,217,5,0,10
3431,7286,386,209,24,278,1,0,55
3432,13789,384,293,12,416,1,0,75
3433,3645,144,96,6,135,0,3,14
3434,6324,255,195,18,239,0,4,21
3435,26794,943,627,70,900,0,3,68
3436,9421,424,196,2,224,0,0,34
3437,4975,279,166,12,198,0,2,16
3438,6292,302,142,6,275,0,2,25
3439,30315,637,673,47,1243,0,7,92
3440,22196,1110,533,44,692,0,2,43
3441,34849,1952,575,30,1059,0,7,67
3442,6890,296,145,9,367,0,0,17
3443,29967,1889,530,23,739,0,3,95
3444,17754,356,374,36,725,0,4,45
3445,13054,684,386,27,518,0,3,53
3446,4716,219,136,2,95,0,3,12
3447,10169,488,253,2,332,0,1,41
3448,25684,1003,572,13,759,0,2,139
3449,8760,391,236,13,259,0,0,22
3450,39147,1613,1003,81,1807,8,3,361
3451,7135,340,177,3,205,0,1,23
3452,6705,291,173,8,240,0,1,22
3453,6353,310,186,7,202,0,1,18
3454,471129,17507,8055,421,16158,1,173,1869
3455,22238,965,611,47,862,14,6,37
3456,30264,1675,671,37,950,0,3,110
3457,18947,525,400,18,870,0,9,43
3458,10219,578,265,19,356,0,0,43
3459,46729,2469,887,93,1620,0,21,160
3460,28116,1078,790,29,1274,0,6,141
3461,23956,865,571,34,925,0,4,71
3462,43772,2205,1131,69,1507,0,11,150
3463,7222,243,229,8,287,0,16,29
3464,2428,137,60,4,59,0,6,7
3465,66543,3370,1305,66,1693,0,14,315
3466,13184,631,387,28,555,0,2,41
3467,25238,597,626,31,971,0,5,106
3468,28707,1063,770,60,1030,15,13,71
3469,9352,292,129,21,442,0,3,41
3470,4114,177,107,10,190,0,1,11
3471,402547,13740,7913,513,12985,66,175,979
3472,54510,2747,1049,11,1222,0,18,255
3473,35916,1384,916,59,1233,0,23,99
3474,6905,404,168,8,294,0,2,23
3475,5139,259,145,4,183,0,1,20
3476,11440,560,303,31,382,0,3,32
3477,13184,43,393,0,0,0,133,0
3478,62102,476,1247,0,1,0,612,0
3479,319203,1220,7375,0,198,0,2275,0
3480,31468,123,676,0,0,0,357,0
3481,42353,125,989,0,1,0,195,0
3482,50115,128,1639,0,4,0,385,0
3483,21944,67,568,0,0,0,216,0
3484,19364,57,684,0,1056,0,176,0
3485,164258,734,3153,0,0,0,1562,0
3486,89890,206,2872,0,0,0,616,0
3487,1444,0,41,0,0,0,2,0
3488,5588,11,192,0,472,0,48,0
3489,5667,50,177,0,0,0,37,0
3490,16769,52,287,0,0,0,239,0
3491,164855,500,5109,0,0,0,1114,0
3492,17440,67,414,0,1,0,130,0
3493,71250,185,2307,0,0,0,432,0
3494,51383,155,1659,0,1,0,388,0
3495,5702,16,213,0,163,0,59,0
3496,279261,650,7311,0,0,0,1404,0
3497,40382,113,1288,0,2,0,297,0
3498,100716,1122,2444,0,0,0,337,0
3499,18169,44,463,0,1308,0,287,0
3500,226998,1396,5411,0,0,0,1392,0
3501,7281,128,195,0,0,0,55,0
3502,574149,2089,10216,0,13,0,6572,0
3503,64412,139,1654,0,2,0,276,0
3504,1483,9,33,0,0,0,5,0
3505,21703,74,620,0,0,0,208,0
3506,50575,74,1196,0,0,0,397,0
3507,19516,89,598,0,987,0,179,0
3508,6362,163,178,0,99,0,40,0
3509,18859,50,572,0,0,0,156,0
3510,397855,957,6333,0,1,0,3473,0
3511,1034,19,51,0,107,0,5,0
3512,77640,182,1929,0,1,0,589,0
3513,76008,3734,1658,0,2367,0,165,0
3514,952543,32644,20276,0,42450,0,2562,178
3515,44671,1957,1096,0,774,0,154,1
3516,117448,4931,3242,0,2541,0,115,0
3517,33801,1177,992,0,732,0,110,1
3518,276830,11662,5596,0,8365,0,818,0
3519,81301,2916,2193,0,1757,0,111,0
3520,39312,1062,986,0,1128,0,147,0
3521,493870,21061,9976,0,12172,0,1461,2
3522,145720,7322,3151,0,1090,0,695,0
3523,88508,3382,2512,0,2018,0,86,0
3524,3015,154,110,0,85,0,6,0
3525,46013,2658,1131,0,1832,0,25,0
3526,109856,7071,1631,1,7651,0,1326,1
3527,396121,18923,6539,0,9305,0,3112,4
3528,24440,1129,689,0,306,0,67,2
3529,50082,1997,1303,0,1131,0,119,0
3530,23031,1305,598,0,443,0,70,0
3531,41483,2640,1136,0,781,0,132,24
3532,55152,2256,1479,0,812,0,60,2
3533,187314,11054,3866,0,11795,0,1059,12
3534,203751,12911,3745,0,5491,0,205,2
3535,424238,21701,8341,0,12916,0,2205,27
3536,20842,617,517,0,353,0,37,0
3537,183037,4292,4724,0,5753,0,576,0
3538,82154,2629,2217,0,2151,0,153,1
3539,3264,235,124,0,173,0,16,0
3540,104942,3578,2353,0,2287,0,452,1
3541,9882,384,194,0,1,0,10,1
3542,22533,792,614,0,629,0,51,0
3543,28728,1291,746,0,1235,0,72,0
3544,51744,2675,1536,0,1053,0,37,8
3545,28799,1422,759,0,834,0,39,0
3546,14353,673,388,0,250,0,17,1
3547,150949,5333,3948,0,4235,0,539,4
3548,365989,16103,7650,0,8353,0,292,1
3549,58470,2425,1865,0,1268,0,130,12
3550,95866,4605,2218,0,1603,0,148,1
3551,258720,13884,4872,0,6135,0,492,0
3552,209688,7237,5179,0,9088,0,533,1
3553,73967,2891,1915,0,1941,0,263,2
3554,25750,795,668,0,866,0,18,0
3555,74018,2575,2073,0,1793,0,399,0
3556,27071,1008,734,0,1297,0,42,0
3557,120015,6183,2185,0,3615,0,512,0
3558,632813,34891,11983,0,9156,0,2579,8
3559,12580,1126,303,0,491,0,80,1
3560,235323,12136,4393,43,8452,0,503,72
3561,57038,3381,1432,0,4185,0,30,2
3562,31265,1913,713,0,458,0,59,0
3563,1117295,50772,21024,0,46013,0,2400,578
3564,47262,2304,912,0,2203,0,74,0
3565,11273,537,316,0,223,0,59,0
3566,92634,3980,2620,0,1859,0,67,1
3567,24139,1205,521,0,567,0,17,0
3568,49841,1788,1362,0,1038,0,55,0
3569,4573,262,151,0,46,0,16,0
3570,27728,1129,728,0,850,0,34,0
3571,27195,909,746,0,659,0,55,2
3572,27678,1665,552,0,1177,0,42,0
3573,33274,1540,937,0,779,0,87,1
3574,26871,878,755,0,1060,0,73,0
3575,148820,6994,3790,0,4006,0,237,1
3576,37370,1749,929,0,907,0,62,0
3577,255704,10206,6593,0,4767,0,151,0
3578,18421,1015,477,0,248,0,49,2
3579,330747,11494,6120,2,7579,0,399,0
3580,14357,207,200,1,1206,0,90,24
3581,16095,242,403,8,1331,0,13,7
3582,8853,129,184,4,635,0,4,10
3583,28620,343,685,25,392,0,20,43
3584,11518,244,229,4,780,0,18,6
3585,67437,706,1714,92,2171,1,129,76
3586,5478,64,104,1,284,0,7,0
3587,22308,204,470,45,888,0,21,47
3588,5048,78,100,0,261,0,39,6
3589,3326,21,63,1,214,0,42,2
3590,11924,216,349,14,1462,0,365,18
3591,15250,314,305,25,1239,0,14,24
3592,14806,318,252,17,842,0,18,4
3593,13424,545,261,8,770,1,0,12
3594,12856,200,253,4,587,0,14,9
3595,8565,27,152,28,1314,0,23,52
3596,61195,177,1236,111,1288,0,441,32
3597,27699,521,528,9,1731,0,48,9
3598,36082,290,990,40,2135,0,189,77
3599,4022,54,54,3,316,0,9,10
3600,8937,105,134,9,318,0,12,7
3601,24277,286,629,18,1094,0,12,39
3602,17919,310,381,10,1185,0,14,28
3603,25736,398,695,27,1772,0,87,59
3604,10268,158,236,2,806,0,5,10
3605,46646,524,885,144,4082,0,69,71
3606,111683,1372,1598,438,19619,2,391,313
3607,9075,110,158,2,467,0,29,8
3608,15989,180,436,9,905,0,18,10
3609,26523,217,646,101,3927,0,22,19
3610,7297,97,130,1,369,0,13,8
3611,5647,82,96,3,284,0,8,37
3612,7020,106,120,1,455,0,19,3
3613,12542,205,274,6,998,0,35,17
3614,1180,22,34,0,226,0,0,3
3615,23776,149,409,9,1085,0,805,31
3616,6847,71,120,5,305,0,8,11
3617,22492,361,505,11,1871,0,22,36
3618,19358,383,472,19,1143,0,34,24
3619,17526,417,429,47,387,1,3,8
3620,131806,8831,2571,249,3874,3,2,21
3621,5538,157,193,28,361,0,0,6
3622,142213,5000,2978,236,4107,2,5,17
3623,9486,225,286,27,440,0,0,2
3624,14700,477,350,42,534,0,2,8
3625,156314,11368,3038,114,908,2,12,22
3626,170988,14076,2462,334,3043,8,4,64
3627,11405,237,346,24,370,0,0,4
3628,334091,22867,4995,506,7062,11,33,50
3629,37804,811,946,156,906,1,1,8
3630,22607,425,587,62,717,3,0,13
3631,29322,585,787,72,813,3,1,10
3632,24940,677,695,53,789,0,1,14
3633,27970,795,735,93,1039,4,1,21
3634,46113,1477,1295,156,1123,1,1,45
3635,20093,382,599,65,944,0,0,8
3636,123462,7882,1893,208,4357,6,3,12
3637,20290,859,394,23,697,0,2,4
3638,16665,345,451,39,80,1,0,6
3639,95751,2979,2181,301,2969,5,2,95
3640,51625,2298,1269,72,1466,2,1,7
3641,387602,19621,6160,618,11413,17,15,64
3642,45428,1132,1181,190,819,6,2,26
3643,12977,521,356,37,587,0,1,3
3644,310276,18346,6670,394,10003,5,14,55
3645,26925,1856,494,49,1127,0,1,14
3646,47741,1582,1042,79,1280,2,1,5
3647,78340,3758,1559,115,3074,1,4,10
3648,45596,1092,1138,136,1456,4,1,23
3649,11950,234,371,50,516,1,2,4
3650,217332,9930,3930,377,8152,12,4,65
3651,8634,489,631,73,715,0,2,15
3652,22261,409,612,64,1093,1,0,11
3653,18492,554,255,13,237,0,1,5
3654,26328,623,649,44,870,0,0,26
3655,60883,3145,1372,118,1255,0,1,22
3656,58958,4128,1633,241,1514,1,3,12
3657,85469,3611,1741,128,2114,2,6,26
3658,293507,18535,4649,480,7012,10,17,78
3659,12843,286,297,26,291,5,0,9
3660,235479,8512,4278,582,7515,11,5,159
3661,73763,5026,1751,190,2927,9,8,47
3662,18140,242,563,80,506,1,0,7
3663,21959,401,664,48,747,0,0,7
3664,219595,11771,3357,372,7932,0,10,14
3665,1944,5,46,2,29,0,0,0
3666,11014,9,249,23,192,0,4,0
3667,2024,0,33,12,51,0,0,0
3668,4281,7,85,4,86,0,5,0
3669,23180,6,190,34,364,0,11,0
3670,26912,15,127,49,515,0,2,0
3671,3536,9,74,7,13,0,4,3
3672,993,0,15,7,12,0,0,0
3673,8334,21,96,19,141,0,6,0
3674,1210,1,12,1,25,0,3,0
3675,5895,4,100,34,60,0,5,0
3676,2747,2,42,5,52,0,0,0
3677,9789,0,102,4,227,0,3,0
3678,20584,44,391,85,268,0,24,0
3679,2547,2,70,17,71,0,2,0
3680,9047,33,112,10,369,0,4,0
3681,14397,12,252,57,234,0,10,0
3682,4158,8,90,5,58,0,6,0
3683,3264,7,62,3,55,0,9,0
3684,3622,0,89,13,51,0,0,0
3685,2170,1,34,1,14,0,1,0
3686,2878,2,50,1,67,0,14,0
3687,6879,16,128,24,193,0,5,0
3688,1633,0,39,2,11,0,4,0
3689,5187,6,141,9,79,0,5,0
3690,3060,3,75,3,41,0,3,0
3691,1467,0,28,2,16,0,0,0
3692,4494,1,62,7,72,0,5,0
3693,2401,2,61,2,9,0,1,0
3694,3833,12,32,4,181,0,0,0
3695,1078,0,5,1,15,0,0,0
3696,12978,14,138,168,173,0,3,0
3697,5256,3,83,1,82,0,3,0
3698,977,0,32,1,10,0,0,0
3699,1955,1,26,7,15,0,2,0
3700,1332,2,41,2,21,1,1,0
3701,730,2,14,4,7,0,1,0
3702,3984,0,76,6,57,0,1,0
3703,10007,12,160,17,257,0,17,0
3704,24838,78,322,33,444,0,30,0
3705,54278,90,422,81,744,0,44,0
3706,2301,1,30,5,25,0,2,0
3707,4154,10,69,12,44,0,7,0
3708,1889,26,41,0,48,0,1,0
3709,2990,0,0,0,0,0,0,0
3710,22539,20,215,49,255,0,4,0
3711,1237,1,14,5,36,0,1,0
3712,1707,1,37,2,23,0,2,0
3713,154528,230,1610,640,4401,0,69,0
3714,4621,4,80,11,97,0,1,0
3715,8789,3,135,51,257,0,5,0
3716,101084,485,1386,349,1599,0,237,0
3717,2363,3,51,3,48,0,1,0
3718,1829,0,39,1,29,0,1,0
3719,6700,5,153,22,200,0,3,0
3720,1705,1,33,3,27,0,0,0
3721,4456,2,80,7,67,0,4,0
3722,2445,9,36,5,42,0,2,0
3723,1214,5,14,1,18,0,4,0
3724,5301,3,73,35,278,0,3,0
3725,3964,2,48,14,82,0,6,0
3726,6324,2,107,11,72,0,1,0
3727,14922,34,146,15,484,0,16,0
3728,4133,3,81,10,181,0,3,0
3729,16512,76,329,50,218,0,21,0
3730,1706,3,45,8,52,0,0,0
3731,53599,2701,1472,97,516,0,69,0
3732,30759,1558,752,58,234,0,18,0
3733,11501,413,413,54,10,0,6,0
3734,9363,373,277,21,69,0,13,0
3735,99289,4216,2516,118,1021,0,56,0
3736,80010,3141,1972,241,702,0,157,0
3737,24527,663,1084,165,1,0,8,0
3738,10007,570,503,64,14,0,11,0
3739,17779,631,590,50,457,0,26,0
3740,37189,1639,1152,58,150,0,2,0
3741,29741,1770,621,38,304,0,40,0
3742,11408,521,329,22,99,0,20,0
3743,21659,494,642,43,197,0,17,0
3744,5526,186,231,9,618,0,10,0
3745,25434,802,895,50,201,0,12,5
3746,38150,1828,1039,88,345,0,70,0
3747,8622,441,297,12,84,0,28,0
3748,49505,1673,1721,74,667,0,67,0
3749,530530,23339,8216,724,0,0,104,593
3750,7761,307,281,36,125,0,23,0
3751,14085,690,400,42,134,0,14,0
3752,37838,1578,908,80,332,0,39,0
3753,22622,857,668,58,194,0,23,0
3754,32823,1446,733,33,762,0,34,0
3755,14450,379,403,42,111,0,22,0
3756,29401,1086,854,57,212,0,18,0
3757,32416,1485,995,71,260,0,23,0
3758,20799,951,587,95,166,0,40,0
3759,16442,597,444,32,124,0,13,0
3760,46796,1315,1431,76,417,0,15,0
3761,8880,306,261,26,537,0,4,0
3762,39731,1633,1317,93,538,0,48,0
3763,274755,6512,5198,268,5213,0,99,77
3764,4472,113,238,31,360,0,17,0
3765,15305,415,466,49,126,0,6,0
3766,18086,496,544,50,319,0,29,0
3767,38596,1400,1091,87,203,0,75,0
3768,10785,449,356,37,72,0,1,2
3769,18000,620,559,60,0,0,10,0
3770,22521,663,711,44,206,0,19,0
3771,16080,741,472,52,0,0,5,0
3772,5768,249,172,16,74,0,6,0
3773,13237,533,421,38,405,0,177,0
3774,8945,414,322,14,76,0,22,0
3775,37890,1733,1088,70,351,0,12,0
3776,11961,289,359,33,102,0,3,0
3777,335872,11911,10187,659,4420,0,35,252
3778,3414,111,131,26,50,0,2,0
3779,13502,455,461,56,145,0,2,0
3780,27989,717,761,71,133,0,70,0
3781,9046,334,274,22,14,0,0,0
3782,24424,484,640,35,261,0,14,0
3783,44702,2506,1117,49,356,0,56,0
3784,35088,1219,1029,84,243,0,45,0
3785,16669,526,562,39,82,0,104,0
3786,15964,575,420,45,311,0,31,0
3787,64412,2608,1786,197,693,0,74,0
3788,21194,614,569,36,178,0,28,0
3789,23039,1076,510,49,170,0,35,0
3790,76646,3891,1450,100,1025,0,29,0
3791,9012,422,255,25,52,0,16,0
3792,34123,1433,995,129,407,0,31,0
3793,151790,4345,2123,153,7391,0,102,0
3794,5552,291,114,25,0,0,7,0
3795,12339,392,370,38,79,0,4,0
3796,19419,545,665,32,334,0,15,0
3797,16192,720,471,39,93,0,3,0
3798,5780,232,193,9,61,0,13,0
3799,4238,151,171,3,32,0,1,0
3800,14857,477,518,88,21,0,0,0
3801,52250,2833,1201,77,1276,0,19,0
3802,22363,771,661,46,8,0,12,0
3803,39270,1841,1224,86,286,0,39,0
3804,51156,2829,1054,108,542,0,45,0
3805,224630,11508,3311,312,2898,0,307,0
3806,14055,188,372,41,287,0,8,0
3807,11457,516,303,37,178,0,18,0
3808,73570,3366,1894,141,1079,0,244,0
3809,604353,13456,17177,1024,761,0,278,1321
3810,13543,643,365,25,191,0,9,0
3811,10345,359,282,21,82,0,6,0
3812,116940,4501,3420,186,260,0,50,0
